Accession,TotInt_126C_Ecoli_12prot_MS3,TotInt_127N_Ecoli_12prot_MS3,TotInt_127C_Ecoli_12prot_MS3,TotInt_128N_Ecoli_12prot_MS3,TotInt_128C_Ecoli_12prot_MS3,TotInt_129N_Ecoli_12prot_MS3,TotInt_129C_Ecoli_12prot_MS3,TotInt_130N_Ecoli_12prot_MS3,TotInt_130C_Ecoli_12prot_MS3,TotInt_131N_Ecoli_12prot_MS3
P06733,406.06,2352.1,709.23,731.08,920.07,596.14,910.87,4787.3,645.72,893.82
P06733,102.61,1463.6,356.1,399.52,402.95,169.39,375.63,2111.2,166.55,518.31
P06733,1374.9,3170,1328.5,1714.4,1700.9,1400.8,1673.3,4623.9,1109.7,1657.3
O15379,385.31,528.23,132.11,358.97,6459.7,142.41,3055.6,868.16,255.57,680.81
O60861,16156,2551.3,85625,5123.7,8709.9,148520,6338.2,19399,236.88,13501
P06733,1031.7,4795.2,1541.9,1272.1,1514.6,1331.6,1909.7,13040,1376.5,2099.1
P06733,2069.6,15956,3461.4,3293.7,4695.9,4030.7,6549.7,44831,467.24,4571.9
P06733,83.386,2800.6,380.79,305.31,717.54,275.92,451.07,5860.2,356.36,911.82
P52292,509.95,5461.2,218.85,829.5,2692.7,164.09,405.8,824.58,170.11,473.73
P52292,743.11,6023.7,525.23,1066.8,3412.4,413.18,833.55,805.35,669.19,748.22
Q15185,16161,215.84,2600.4,1795.1,3768,1002,380.02,4406.2,1212.1,36605
P15090,4769.9,1962.2,1982.6,36679,3264.7,2890.7,1988.7,2602.7,68917,4618.6
P15090,1765.1,609.83,570.96,12996,1010.1,813.39,564.52,822.7,23782,1670.7
P15090,9814.2,2887.8,3614.6,65635,1436.7,5246.2,3255.7,4739.1,119030,7190.1
Q14847,145.59,163.05,1178.4,186.4,452.03,1823.4,292.52,546.83,152.96,296.64
O15379,850.83,1114.6,668.47,1184.8,12439,616.28,5419.5,1529,900.42,1288.3
Q9Y2W7,1531,1344.2,2934.9,3164.3,1421.5,2777.5,1459.7,1808.2,1615.2,1236.5
P15311,15886,379.41,2482.9,121.33,777.45,1363.8,864.66,8872.2,332.87,459.94
P15311,11936,386.04,1567.3,747.8,800.64,1325.3,1161.2,6251.7,812.41,857.81
P15311,15470,484.01,2438.6,318.56,1026.8,1267.1,954.12,7200.7,623.73,622.64
P52292,378.39,2928.4,51.602,389.44,1312.4,45.024,274.93,347.89,40.21,272.25
P52292,2635.6,35998,444.39,6064.4,15813,372.25,1828.9,3113,542.32,2550.2
P52292,542.34,5302,325.96,1241.7,2356.3,322.87,637.72,654,277.43,689.13
P15090,893.57,402.5,365.42,7793.3,707.42,561.04,389.42,503,15326,1212.2
P15090,922.29,289.39,303.77,7099.5,725.4,520.61,401.09,377.3,15854,854.13
P15311,23244,2542.4,4271.2,2173.7,2602.4,4479.9,4101.9,15069,2421.4,2443
P15311,16124,1138.1,2241.9,587.54,1296.5,2440.6,1628.6,9172.1,1071.1,962.22
O15379,1166.7,1059.6,3073.8,1570,3064.2,965.03,2360.4,1222.1,1201,1499.1
O60861,1926.7,1037.4,7037.5,1483.1,1437.5,8636.9,1794.5,1737.7,1410.1,1753.9
O60861,29082,9215.9,119610,11998,7851.7,167520,4362,18368,3784.2,26906
P15311,9961.4,313.26,1780.6,84.869,347.78,1098.5,638.78,6305.9,138.25,276.19
O15379,980.39,1393.3,338.37,517.57,31268,360.54,15569,2231.8,580.03,2118.4
O15379,859.49,1110.3,132.9,574.12,29555,455.31,15605,2106.4,473.64,1992.3
Q14847,323.92,297.41,853.61,524.15,652.92,850.64,447.88,645.89,314.54,326.78
P15311,16628,507.98,3921.6,439.16,924.29,1526.5,1416.3,8444.3,527.08,918.78
P15311,5864,287.3,1141.6,148.91,465.3,704.74,475.8,3500.6,64.613,85.03
P15311,43156,2432.7,6636.9,1812.7,4361,4761.1,4081.9,23877,731.11,2742.1
Q15185,21525,159.74,3081.5,2002.4,3713.7,1141.8,354.97,5560.2,1183.8,49604
Q9Y2W7,4970.3,983.97,3594.3,46099,4971.1,3555.9,1090.9,2064.8,1753.4,15620
O60861,23868,4306.9,117080,7856,5450,226450,6229.5,18738,389.2,23737
O15379,591.72,582,280.54,494.12,20614,359,9636.1,1498.1,483.59,1448.8
O60861,747.53,485.46,2910.2,945.9,1079.6,6097.1,861.26,1027.6,437,907.87
P15090,2535.9,2627.7,2392.6,7397.2,2637.3,2255.2,2836.4,2809.5,14909,2815.6
O60861,551.7,259.35,1808.6,286.82,173.84,4386.2,507.46,591.47,400.37,956.12
O60861,12264,2272.2,61854,3736.5,2652.3,112940,422.84,8846.4,67.693,9629.1
O60861,1607,662.48,5575.4,913.97,1267.7,10186,1529.6,1808.7,935.08,1264.7
Q14847,626.41,400.93,2565.6,398.98,1044.5,5616.5,520.8,1094.2,561.88,571.53
P05089,796.2,495.55,5590.5,574.34,1842.1,462.78,3782.9,445.39,1111.1,1067.8
P52292,8797.2,114110,143.42,15482,55314,1231.4,4379.3,9729.5,2271.7,8475.5
P15311,19531,2000.4,4567.8,1361.9,3320.6,2286.6,2830.2,12030,1672.2,1431.6
P06733,100.04,70517,3039.1,9347.1,8666.9,5490,13843,168550,225.69,24336
Q14847,462.02,279.52,1388.4,247.53,569.38,3727.8,190.31,630.1,324.76,382.72
O60861,1125.2,777.79,3619.9,636.9,656.37,8458.6,985.52,833.08,480.38,1121.8
Q96FW1,1938.7,28000,500.18,2089.9,4838.6,1961.9,2365.7,3697.7,48910,1365.6
O15379,2418.1,3472.4,1397.9,1701,74611,1849.6,27757,5221.2,1620.1,7202
O15379,1233.5,1200.7,513.5,700.79,37065,744.59,19136,3084,1006.8,2360.6
Q9H0R8-2,5281,112.33,3716.9,65073,12030,4635.5,129150,6683,9475.1,10475
Q9H0R8-2,2189.1,62.868,1537.4,26126,5390.8,1993.4,51583,2820.4,3702,4228
O15379,2144.1,1969.9,1536,1561.5,36249,1159.8,18475,3083.5,1528,2935
O15379,720.13,628.41,477.69,620.19,12948,379.57,7027.5,1247.6,535.36,879.99
O15379,1543.7,2386.3,815.21,1224.6,45509,1132.9,19530,3469.2,758.35,4277.4
O15379,462.23,499.52,126.32,296.18,14594,272.16,6391.4,1018.8,154.36,995.24
O15379,1771,1917.1,625.45,1113.3,51977,847.14,29105,3953.1,986.65,3176.1
P15311,2758.8,275.88,516.88,476.64,546.41,563.56,362.04,1637.8,247.75,499.79
P06733,414.03,2773.9,726.74,788.44,961.53,946.68,1080,7568.9,825.18,1286.8
P06733,54.411,8429.3,860.73,921.92,1271.5,574.42,2262.6,23915,370.55,2607
Q9Y2W7,12141,466.93,9578.6,160300,7395.8,13262,478.34,5078.4,3356.3,80683
P05089,3081,1735.4,42901,2080.2,6872,1248.3,21654,1111.2,5513.9,4240.3
Q9H0R8-2,1460.3,386.97,1468.5,15839,3506.2,1585.2,30022,2076.7,2704,2945.6
O15379,1050.3,1410.2,305.91,643.3,31241,443.76,14632,2111.9,603,2026.2
Q14847,6793.2,3168.1,67720,1594.8,15011,115850,0,13821,2734.3,5987
Q96FW1,1865.4,28080,0,2677.2,5064.8,1730,1862.4,4006.5,52425,1120.8
Q96FW1,93.687,1818.4,0,146.59,489.95,135.64,85.907,245.02,2878.8,120.53
Q96FW1,1506.1,21658,0,2375.9,4455.6,1638.1,1729.4,3230.7,44911,1003.5
P15311,8974.8,100.62,1124.9,0,371.34,704.99,457.05,4943,84.661,34.839
Q9Y2W7,544.51,0,544.73,7776.6,917.85,788.63,100.19,428.73,65.707,4163.3
Q9Y2W7,8863.8,192.82,6931.7,94093,0,12704,855,3644.4,2699.2,58816
P05089,2453.3,429.82,45252,1295.6,4827.9,0,21417,213.2,3888.4,1858.5
P52292,2095.4,30661,0,4296.9,14641,199.26,1219.6,2403.4,492.76,2006.7
P06733,1041.2,189950,12745,9762.4,21273,15298,37073,432360,0,38618
O60861,21058,4902.5,110490,7290.2,9638.9,91537,0,16559,1801.5,23771
P06733,0,5445.6,425.06,391.72,692.61,455.06,1001.3,12742,354.14,1668.3
P06733,0,6429.4,572.57,326.42,602.76,570.7,1118.2,15193,305.6,1036.9
P15311,39212,1063.1,4487.6,37.439,2282.6,4179.6,2574.8,23168,0,791.22
P15311,70888,2444.6,8705.3,186.28,3982.8,8056.7,4063.9,40501,0,1088.6
P15311,26794,911.57,3943.1,563.37,1675.8,3108.1,2242.8,14361,0,847.72
P15311,72356,2364.9,14228,952.49,4410.2,7511.8,4963.2,38335,0,2961.2
P15311,71321,1280.7,9555.5,87.346,3108.9,6796.3,4022.6,33846,0,621
O60861,3392.2,798.33,14009,1115,1401.1,29285,0,3885.7,486.38,3597.7
Q14847,1256.6,473.32,10779,286.57,2507.8,27385,0,2744.1,412.44,1496
Q14847,8690.2,3137,71575,1322.1,16107,139550,0,15146,3485.1,7801
P05089,6001.1,1685.8,103860,2455.9,13129,0,54803,454.94,10548,4393
Q15185,53103,0,6009.1,5266.9,10613,2431,577.87,11340,3163.3,111260
Q15185,9855.5,0,933.29,699.63,2747,380.62,77.759,2858.5,631.28,35693
P15311,10504,429.25,1327.5,0,685.5,1047,793.86,6204.7,450.05,250.79
P15311,28289,612.36,3448.1,0,1091.8,2129,1727.5,12881,334.81,332.97
P15311,2450.2,83.043,338.23,0,300.38,265.26,162.3,1172.9,49.087,92.729
P52292,3049.6,46949,0,5987.5,21125,251.06,1653.9,3099.2,955.18,3869.8
P52292,885.59,11249,0,1267,7155.3,71.515,532.99,859.97,98.848,502.55
P52292,1111.3,11061,0,1473.1,6081.6,93.989,414.47,1244,112.34,839.62
Q9Y2W7,2531.9,0,2005.9,34684,2203.5,2754.5,55.672,799.4,527.93,16317
Q9Y2W7,4046.8,140.31,3006.4,46192,0,5079,307.98,1410.4,1143.3,16443
Q9Y2W7,7902.4,469.57,5801.9,86140,0,9082.4,421.13,2423.3,1898.6,27438
Q9Y2W7,2202.8,256.31,1762.5,25092,0,2896.2,127.69,965.38,664.44,8368
Q9Y2W7,4143.2,118.51,2985.4,57662,0,5562.7,201.43,1739.6,1146.5,28007
Q9Y2W7,3356.9,137.59,2477.7,62320,0,5567.5,298.15,2096.1,1466,53066
Q9Y2W7,4996.9,357.88,4679.4,96114,10106,8324.1,0,3929,2025,84922
Q9Y2W7,6146.5,322.32,4589.9,88788,0,7816.9,506.44,2661.2,1970.1,47609
Q9Y2W7,3459.1,192.55,3051.3,51937,0,5146.4,328.02,1882.2,1196.4,27035
Q9Y2W7,2522.6,500.01,2028.3,30163,0,2996.3,432.62,1374.7,992.38,15878
Q9Y2W7,1896.5,265.25,1586.8,28172,0,2413.7,476.62,997.45,853.09,15694
Q96FW1,1217,22737,0,1983.4,4255.9,1115.2,1144.6,2494.4,35920,804.37
Q96FW1,1090.2,14439,0,757.78,3144.8,884.31,1027.3,2371.8,27169,367.66
P06733,94.031,20327,2040.8,1247.1,2661.1,1557.2,4236.3,48456,0,4596.7
P15311,78145,1913.3,12237,367.67,4025.9,7791.3,4770.6,40972,0,1444.7
P52292,4236.3,51855,0,7036.9,24520,462.5,1781,4162.7,767.55,3459
P15311,29018,770.38,4584.4,31.901,1542,2667.3,1795.9,13705,0,458.01
O60861,14767,4982.2,56546,6502,8103.3,100900,0,14684,4055.8,10118
P15311,125290,4001.4,20009,1468,6842.4,13586,9046.5,67679,0,3064.4
Q14847,1516,408.81,13069,406.17,2544.4,27692,0,2593.2,713.39,1410
Q14847,943.89,449.87,7691.6,150.14,1540.3,17223,0,1749.7,340.47,891.48
P15090,5095.8,2081.3,2052.4,38910,0,2065.8,1749.6,2907.6,73829,5987.7
P15311,69554,1534.8,9653.5,103.97,3656.7,6565.2,4943.2,38537,0,1328.3
Q96FW1,5725.2,89689,0,7287.9,16479,5238.1,6402,12233,156730,3127.4
Q96FW1,1273.4,18211,0,1638.9,3537.6,1141.3,1749.4,2864.8,32799,571.86
Q96FW1,776.41,11069,0,716,1825.7,600.81,513.79,1409.4,19552,283.8
Q96FW1,94.114,2143.6,39.484,104.13,336.07,139.1,50.603,366.2,3899.6,0
Q96FW1,4667.2,67058,0,4701.1,11648,4399.3,4631.8,8766.6,117710,2018.4
P15311,26553,1674.4,6844.8,732.24,2398.5,3346.2,2563.4,14060,0,1526.2
O15379,322.1,367.36,3306.1,511.91,3187.9,0,1456.6,554,609.6,568.24
P06733,0,6536.7,560.45,465.31,724.37,545.17,1243.5,17082,350.95,2020.3
P15311,140910,3385.3,22923,473.09,7050.3,13576,9100.2,68451,0,2723
P15311,76272,1774.8,11286,247.85,3445.8,7554.5,4554.8,39680,0,1467.7
P15311,25114,505.61,3480.8,43,1369.1,2840.2,1524.2,15245,0,669.81
P52292,897.45,9302.6,0,1165.1,5513.9,81.332,460.09,939.21,278.9,852.73
P52292,2181,30989,0,3353.7,14888,83.208,996.53,2566.4,535.65,2022.2
Q96FW1,2767,43253,0,4307.4,9135,2341.5,2934.9,6778.6,80203,1599.3
P15311,76665,2272.4,11330,96.876,3498.3,7391.4,4755.7,40342,0,1274.1
Q14847,1790.1,558.67,15924,284.58,3772.4,31221,0,3754.3,707.24,1462.1
Q14847,1193.4,378.56,10834,277.51,2670.7,22762,0,2490.1,705.25,1197.3
O15379,6306.8,7272.2,2423.3,0,195640,2684.9,83722,14085,1986.2,12293
P52292,493.68,6677.7,0,907.99,3390.2,47.484,235.25,540,81.224,448.98
O60861,774.43,105.62,4153.3,265.13,408.7,7363.6,570.65,595.55,0,740.12
O60861,729.26,96.411,4005.1,149.99,262.26,5085.5,160.36,614.72,0,1116.5
O60861,933.91,211.29,4424.7,141.42,128.27,4606.4,111.36,606.25,0,1501.3
Q15185,3727.1,0,816.01,147.55,701.01,130.75,87.24,956.43,320.15,9001.3
Q9Y2W7,538.91,0,346.95,7280.6,660.93,748.67,50.313,340.75,288.46,3432
Q9Y2W7,3533.8,36.915,2513.4,43392,0,5519,208.73,1233.4,899.15,21368
Q9Y2W7,779.12,0,559.05,9122,721.23,1013.9,39.646,276.07,213.33,3872
P15311,152900,4216,21729,325.2,7211.7,14471,8672.8,80418,0,2753.5
P15311,22926,475.52,4429.5,0,1405.1,2440.6,1166.4,10686,390.14,558.25
P15311,11532,597.42,2044,0,828.56,1439.3,636.92,6476.3,289.81,285.02
O15379,0,340.73,107.93,302.16,3809.2,160.88,1802.9,546.66,113.42,388.58
P15311,50621,1107.3,7468.1,53.889,2974.2,5078.6,2553.1,26820,0,968.71
P15311,117390,3118.5,16456,105.66,5618.7,11940,6970.3,68272,0,1906.4
O60861,5860.3,1347.5,25028,2009.6,1981.1,57466,0,6057.6,380.62,5277.4
O60861,35249,5870.2,175560,11035,10065,340960,0,30512,113.46,35641
O60861,7032.2,1277.1,38031,2370.4,4184.2,73824,0,10373,247.35,7408.9
O60861,4804.5,891.25,25617,1417.5,1183.3,47607,0,3958.3,114.21,4989.3
O15379,377.15,608.58,0,266.9,13508,170.74,6632.9,716.23,100.02,887.18
P06733,270.84,4323.4,413.18,543.69,925.49,684.09,1150.5,13639,0,1711
P15311,28334,727.78,4307.3,35.662,1522.5,2702.1,1665.9,15433,0,519.33
P15311,14181,143.44,2195.2,0,590.06,1611.5,662.36,7543.5,175.6,344.71
P15311,8325.3,147.85,1335.6,0,633.17,1005.8,570.3,5042.6,267.74,250.03
Q96FW1,375.09,5984,0,606.72,1037.3,299.01,373.33,986.12,9854.5,337.06
P15311,12178,396.57,2054.2,0,750.85,590.36,696.14,6077.3,120.25,400.56
P15311,138350,2920.3,21928,459.48,7379.4,15172,8691.8,76683,0,3270.7
Q14847,6575.6,2262.8,55791,1676.9,13844,115990,0,13823,2626.1,6014
Q14847,8667.7,3340.1,76530,2029.2,16121,127990,0,15282,3306.8,6748.3
P15311,43402,946.67,6437.2,0,2312.7,4609,2706.9,21968,585.28,1146.5
P15311,126620,3195.3,20506,531.32,6877.2,15745,8987.4,76042,0,3231.8
P52292,17317,182930,0,26629,99750,1645.5,8548.2,17530,4073.4,11092
P52292,20371,218150,0,29453,111860,1779.9,9602.5,21041,4387.5,13158
P15311,45930,1207.8,6849.4,35.486,2249.4,4281.3,2586.6,23605,0,1082.8
P15311,143960,4377.9,29005,1079.7,8849.3,15841,10452,86458,0,5889.4
P06733,55.039,20271,1941.1,1468.6,2240.7,1480.2,4531.1,48677,0,4660.2
P15311,70812,1268.9,10606,79.823,3357.2,6768.4,4160.8,34985,0,1403.9
Q14847,11938,4104.7,97072,3149.8,24297,188710,0,24259,5170.8,11231
O60861,23029,3791.2,108320,5751.4,8269.2,186630,6865.5,20666,0,18815
O60861,7526.3,1465.4,33298,2104.5,1925.7,69054,0,6416.2,130.38,7207.4
Q14847,18446,6636.2,146510,4069.9,36341,300130,0,38491,6379.6,16355
Q9H0R8-2,484.14,0,343.41,6963.5,1343.2,455.09,13814,666.81,892.88,1182
P06733,47.206,930.34,172.81,154.35,208.13,137.9,286.5,2285.8,0,178.08
P06733,0,3961.5,534.74,79.41,536.7,402.31,964.95,12151,288.6,955.25
Q96FW1,1777.3,23810,0,1540.3,5074.7,1657.8,1862.3,3921.4,41685,937.79
P15311,50114,1126.4,7591,71.413,2110.2,5081.8,3541.4,30945,0,833.28
O60861,9440.4,1715.7,46051,3668.8,3307.3,99510,0,10910,321.59,10480
O60861,3969.7,630.29,21191,1193.5,1800.1,36584,0,3784.2,83.781,2880.6
O60861,2058.9,682.51,10288,916.56,1247.8,18117,0,2191.6,317.56,1809.1
O60861,9837.3,2659.3,46599,4182.2,3465.3,105640,0,10896,341.63,16420
P05089,3543.1,1150.2,63011,1996.8,8039,0,32153,322.57,6108.1,2733
P52292,1401.9,17252,0,2263.9,8811.5,77.134,517.37,1376,292.81,1280.2
Q96FW1,1158.1,16751,0,1119.5,2945.8,1008,985.62,2540.7,28791,430.93
Q96FW1,959.2,13498,0,1030.8,2518.3,895.61,535.49,1634.6,23921,344.32
P06733,363.98,23782,395.75,1742.7,3449.3,1423.1,2673,37037,0,6718.5
P06733,0,4128.9,523.46,344.26,773.58,499.93,1154.4,12394,490.78,874.76
P06733,402.06,8195.2,1448.9,1334.6,1646.4,1339.2,3165.1,26851,0,3260.5
P06733,96.353,3158.1,464.12,324.73,478.7,528.89,837.87,9322.1,0,899.52
P06733,199.2,33059,2562.7,2239.7,4495.6,3037.9,6044.6,73864,0,7802.2
P06733,0,7914.5,977.76,446.91,1161.8,984.08,2383.2,24946,403.71,1704.4
P06733,645.68,3714.1,1542.5,1423.4,2379.7,1404.3,2207.9,10241,0,2100.8
P06733,0,16316,398.68,814.02,1991.9,1208.6,2945.9,36909,344.62,3934.2
Q15185,14266,0,1589.2,1750.7,3509.3,728.64,105.32,4119.9,972.12,38036
P15311,95301,2351.5,14997,119.93,4907.2,9455.9,5616.9,51982,0,1825.7
O60861,430.54,101.57,2193.8,54.707,149.48,4195,135.78,427.33,0,373.38
O60861,132.99,0,942.49,45.191,80.553,2269.5,45.206,123.38,52.526,215.32
Q15185,4305.8,69.095,489.83,363.63,988.25,0,70.877,1073.6,113.43,8810.1
P15090,7280.6,3816.4,3081.2,69071,0,3267.2,3763.4,4555.1,129310,13910
Q14847,2139.9,718.94,18130,562.71,4700.3,39423,0,4508.8,967.05,2468.4
Q14847,643.3,288.39,4974.8,68.066,1724.5,13768,0,1447.2,371.61,1239.4
Q14847,628.38,319.94,4958.1,289.95,1650.4,13677,0,1320.5,314.85,1207.6
Q14847,399.42,302.06,4168.7,36.698,1258.7,11144,0,1108.7,251.05,983.94
Q14847,596.92,152.62,5950.2,91.579,1466.8,10305,0,1090.9,278.04,340.9
O15379,1419.9,873.34,357.56,0,35683,633.84,17256,2411.9,751.37,1442.3
Q9Y2W7,551.83,0,358.26,7065,602.23,1579.9,69.146,142.85,124.15,3932
P15311,137400,5315.4,23274,2674,8871.6,13522,9849.7,58704,0,4121.5
P52292,246.56,2534.1,105.79,324.23,1406,45.604,63.99,266.76,0,145.75
P52292,3069.2,35656,0,4638.7,18087,160.86,1465.3,3656,711.92,2677.1
P52292,123.09,3232,0,425.83,1428.4,50.734,103.45,98.28,47.084,96.351
Q9Y2W7,5884.7,143.87,4554.5,79303,0,9160.6,402.89,2936.8,1729,39478
P15311,6374.2,41.027,563.89,0,360.98,636.38,440.74,3435.5,64.264,45.576
Q96FW1,2117.5,26119,0,2085.8,5096.9,654.18,2604.1,4640.9,44228,1419.8
O60861,2232.9,482.55,4217.2,688.34,388.23,21225,0,1943.4,110.76,1725.1
O60861,755.51,55.983,1242.5,73.754,74.279,7124.5,319.36,783.54,0,1060.6
P15311,209370,4678.2,28073,318.23,9504.4,20638,11695,108150,0,2359.1
O60861,2118.7,406.33,12406,650.4,916.17,17093,0,2361.8,90.579,2432.1
