Accession,TotInt_126C_Ecoli_12prot_MS3,TotInt_127N_Ecoli_12prot_MS3,TotInt_127C_Ecoli_12prot_MS3,TotInt_128N_Ecoli_12prot_MS3,TotInt_128C_Ecoli_12prot_MS3,TotInt_129N_Ecoli_12prot_MS3,TotInt_129C_Ecoli_12prot_MS3,TotInt_130N_Ecoli_12prot_MS3,TotInt_130C_Ecoli_12prot_MS3,TotInt_131N_Ecoli_12prot_MS3
P0ABQ2,600.81,816.44,486.95,726.63,912.11,638,708.53,860.53,743.89,821.41
P0CE48,733.26,474.19,535.86,705.11,668.29,535.36,920.18,895.75,818.89,861.19
P0CE48,132.85,158.01,190.03,210.83,325.91,364.69,251.16,83.053,209.54,96.301
P0CE48,1426.9,1665.2,1367.9,2096.3,2157,1697,2103.3,2055.1,1601.2,1517
P63284,17847,18391,16924,18717,20031,15688,19816,19630,17860,17932
P0AAG0,2161.2,2162.4,2267.8,2249.3,2660.8,2392.4,2616.2,2426.6,2581.5,2346.3
P0A6U3,1058.8,964.09,780.24,1017.9,996.3,961.41,1092.5,1036.5,722.14,900.42
P0A6U3,2259.4,2298,2169.9,2394.3,2775,2239.8,2840.8,2478.6,2407.3,2606.8
P32160,4499.8,4495.8,5059.3,4672,5298.8,5160.5,5797.4,5620.2,5166.1,5516.6
P30863,154.14,341.54,149.43,162.77,144.59,69.417,121.62,224.15,128.28,217.78
P0ABH9,2597.9,2853.9,2682.1,2966.5,2458.6,2566.9,3390.5,2591.5,2362.1,2372.4
P00957,3500.2,3619.5,3537.5,3660.3,3769.5,3206.2,3588.7,3513.3,3525.3,3356.2
P67087,9226.5,12198,9356.7,11562,12610,9463.6,10897,11706,10143,9143.3
P0ABH9,12273,11448,10634,13005,13042,12418,13498,13060,12067,13680
P0ABH9,4006.9,3924.5,3920.2,4028.8,4412,4409.1,4302.6,4442.3,4503.5,4524.1
P0ADR8,3580.2,3179.1,3441.9,3103.4,4228.5,3499.1,3959.3,3794.3,3603.8,3539
P77615,1196,1112.4,1363.4,1596.8,1740.9,1501.6,1788.1,1702.4,1546.5,1490.7
P23256,1156.6,1534.4,932.82,1327.7,1714.4,1123.8,1223.7,1337.3,1278.8,892.86
P27550,6773.8,6665.1,5551,7038.4,6844.5,6454.9,6916.2,7378,5830,5882.1
P27550,11705,11062,10399,11958,12703,10236,12791,11940,10794,9977.5
P0A9S1,1195.4,1523,1074.7,1430.2,1933.2,1211.6,1520.1,1711.7,1461.1,985.8
P04994,538.38,537.11,772.8,724.66,899.67,841.25,748.75,724.66,718.46,882.66
P04994,189.95,147.96,167.91,199.69,167.13,332.35,80.378,164.06,255,190.89
P36683,1887.8,2566.9,1889.7,2792.4,3439.2,2334.2,2474.1,2551.4,2639.3,3006.8
P36683,2242.1,2288.3,2713.9,2471.3,3063.8,2247.9,3417.1,3053.4,2423.2,2042
P0AAH4,2086.8,1799.3,1635.2,1952.7,2072.2,1768.6,2031.5,2005.9,2144.7,2033
P00634,3115.4,2861.9,3687.8,3174.1,3863.6,3566.9,3800.2,3657.5,4084.1,3644.7
P00634,920.45,716.91,1232.3,921.08,1425,1520.6,1064.8,1031.2,1399.6,1142.9
P0A6R0,1495.7,1896,1448.9,1734,2760.8,1888.2,2187.2,1863.6,2324.4,1304.6
P0AC38,13181,15496,12760,14719,16768,11989,16358,16413,14644,11733
P0AC38,2248.6,2227.1,2176,2892.3,2919,1987.2,2750.3,2562.6,2569.9,2197.9
Q47679,593.76,405.37,498.4,538.32,481.81,576.66,687.65,487.33,657.13,438.9
P32173,824.68,951.18,615.88,971.94,1086.2,705.03,807.57,882.58,857.82,878.89
P32173,202.4,377.94,72.709,91.922,87.279,183.82,120.86,169.99,158.16,144.96
P0AEE5,5400.1,7308.9,5496.6,6472.9,8077.5,6406.4,7129.1,7315.5,6864.3,6054
P0AEE5,34986,47113,37176,40738,49746,37126,43396,44073,41009,32691
P18335,1203.3,1439.5,1197.7,1188.9,1839.3,1231,1126.8,1373.9,1313.4,1472.6
P22106,2798.5,3016,2706.3,2950.7,3682,2873.6,4015.7,3583.2,3288.4,3307.3
P16384,733.41,1443.9,779.76,1028.5,1268.9,1055,1072.1,1081.7,830.42,1292
P0AE06,1972.3,2620.3,1723.9,2634.2,2663.8,2320.8,2368.7,2309.4,2476.2,3334.4
P0AE06,2199.2,1540.3,2216.2,2149.6,2254.5,1825.5,2465.8,2425,1909.4,1965.6
P69811,791.78,845.27,616.49,1022.3,967.54,842.26,941.17,891.06,1038.3,731.14
P0A6N4,26715,32084,29014,29352,31017,26339,31396,31662,27806,28420
P0ABT2,9868.8,10113,11490,11452,13228,10232,13433,12640,11217,10008
P0ABT2,5334.6,5164.5,5346.5,5081.4,5944.2,5573.3,6452,6362.7,5857.7,4833.9
P0A8F8,1855.7,1399.4,1763.3,2291.7,1863.9,1773.8,1945,2043.9,1840.2,1842.2
P0A8F8,4014.3,3293.3,3619.1,3761.4,3793.9,3181.2,4026.1,3448.3,3237.4,3302.3
P60906,1824.2,1601.4,1396,1772.1,1792,1594,1554.7,1681.7,1702.2,1684.7
P60906,5547.1,5223.3,4942.3,5535.3,6334.2,5475.2,6082.5,6186.8,5344.3,4965.9
P0AFF2,2358.9,2034.5,2084.7,2701.3,2792.2,2237.3,2749.3,2849.8,2858.7,2886.2
P0AEH1,1139.5,1317.6,1251.3,1346.4,1315.3,998.28,1404.6,1548.5,1383.5,1601.2
P0AEH1,624.89,707.49,664.39,834.67,731.44,716.64,759.72,815.5,644.38,724.81
P0A8W2,2570.7,2588.9,3026.7,2765.1,2858.2,2843.9,3463.1,2768.1,2867.3,2680.1
P28304,2876.7,3012.5,2862.4,3677.4,3914.8,3187.3,3410.9,3485.8,3353.7,3223.5
P28304,1769.5,1638.8,1587.1,1689.6,1993.2,1908.1,1736.5,1864.3,1753.4,1637.1
P0A7D4,13034,13317,12664,14408,14906,12510,15224,13823,13513,11786
P0A6W0,875.73,605.8,722.15,675.46,1169.1,226.48,943.8,851.12,661.54,661.28
Q06065,4951.2,4367.2,5606.7,4712.3,5549.8,1892.6,5842.4,5662.6,5126.8,5664.1
P23909,5632.1,5045.3,5245.2,5616.7,6230.5,5351.2,6121.9,6078.4,5314.4,5073.4
P0A8J8,7370.4,7344.4,7036.2,8356.6,8302.5,7709.2,8551.6,8665.7,8208,9290.8
P0A8J8,8219.3,8337.4,8532.8,9001.6,9387.9,8588.2,10487,9606.7,9321.2,9056.1
P77737,16588,17687,17232,18918,22058,18629,22280,19706,18430,17454
P77737,2221.7,2587.5,2405.9,2483.5,2986.8,2615.8,2932.5,2879.2,2334.3,2682.8
P22188,2099.9,2157.1,2735.2,2451.9,2822.4,2277.2,2619.9,2682.7,2403.4,2494.2
P30136,609,654.41,649.82,730.66,809.93,753.94,856.89,1022.7,696.22,486.04
P30136,1460.9,975.35,1886.4,1368.5,1506.7,1158.3,1511.7,1795,1435.1,1233.6
P24215,2082.3,2246.1,1792.2,2320.4,3417.7,1767.3,2307.3,2553.3,2234.8,1701.9
P77690,827.19,892.06,875.84,937.61,1494.8,857.85,1341,885.58,764.87,1162.1
P27253,1840.4,2456.3,1592.4,2661.3,2553.6,2278,2099.6,2087.6,1908,1872.8
P0AG59,9989.3,9512.7,10266,11739,10921,10943,10676,10746,10594,11606
P0AG59,159.15,106.73,513.51,540.17,339.67,410.98,401.1,306.33,121.43,348.04
P0AG59,128.65,176.22,330.85,384.33,190.88,327.85,378.39,402.38,191.4,363.33
P0AG59,9458.7,10423,11403,11592,11827,10815,11744,11289,10071,10870
P0AG59,2644.1,2403.7,2751.3,3097.7,3052.6,2826,2953.4,2677.1,2651.4,3189.7
P0AG59,1948.9,1583.5,1799.1,1966.3,2279.1,1714,2120.1,2669,2575.9,2141.4
P0AG59,3017.4,3594,3185.9,3495.3,4009.3,3659.5,3871.1,3963.9,3720.1,3284.3
P0AG80,2467.7,2816,2253,2698.7,2925,2584.4,3346.7,3397,2389,2340.3
P09155,2149.3,2114.7,2354.2,2398.6,2523.3,2364.1,2631.7,2282.5,2241.5,2162.6
P0A7S9,2313.9,1901,2036.3,2528.4,2377.3,2427.2,2359.3,2394.3,2362.4,2134.9
P0A7S9,10787,10488,10693,11462,11635,11690,12385,11823,11116,11766
P0A7S9,20343,18731,21157,20635,22445,21527,22031,22762,20561,22153
P77529,544.89,638.82,528.16,571.69,689.49,288.63,560.22,510.79,542.04,713.05
P24224,446.08,547.42,404.11,722.14,603.32,845.61,811.31,650.16,666.83,492.18
P0A8M3,394.77,417,466.54,383.2,493.18,433.04,604.08,452,409.91,194.21
P0A8M3,4059.9,3373.4,3609.7,4500,4470.2,3670.9,4575.7,4514.9,4006.4,2750.4
P0A8M3,16553,19707,16552,20665,23233,18178,18394,20030,18225,25384
P0AAP3,635.57,1330.8,920.37,1299.4,1487.5,1023.8,1284.6,1737.8,1111.2,1060
P0ABD8,322.37,192.42,165.87,345.99,198.37,317.74,432.11,389.56,427.77,385.75
P0A8T7,1503.7,2217,1257.2,2034.1,2331.3,1593.4,1762.9,1655.9,2197.5,3050.7
P0A8T7,5008.5,6444,4101.9,6321,6742.4,6647.7,5627,5808.5,6161.9,10175
P0A8T7,1533.9,1428.1,1753.6,1707.7,1898.6,1874,2315.5,2011.6,1912.5,1699.2
P0A8T7,6278.4,5301.3,6747.4,6807.7,7283.3,6175.1,8525.9,7794.3,7621.4,6415.5
P0A8F8,6266.1,5672.6,6094,7155.7,7105.8,5576.2,6906.9,6635,5893.9,5997.6
P0A805,701.2,1223.1,718.53,969.62,1196.4,723.04,851.44,1098.1,824.76,1168.8
P0A805,267.41,1081.6,456.86,578.73,1026.2,472.25,309.94,627.36,382.22,595.27
P0A805,819.39,343.29,193.64,174.43,294.9,141.82,129.82,471.66,149.28,2041.6
P0A805,188.76,173.83,291.48,375.42,433.16,183.41,389.37,490.44,476.14,119.67
P0A805,260.69,446.08,283.06,451.49,496.7,446.39,396.22,309.38,285.53,163.47
P0A805,507.6,848.86,617.01,804.77,775.69,731.88,732.76,939.87,734.26,968
P13445,1954.7,1200.1,1809.3,1649.5,1786.5,1765.3,1940.5,1930.7,1689.2,1387.8
P0A959,3418.3,3006,3562.1,3614.5,3407.1,3588.5,4335.6,3963.4,3693.3,2970.9
P0A759,1144.1,1911.1,1363.5,1736.5,2600.2,1657.9,1193.5,2374.6,2340.4,2354.1
P0A759,2970.4,3252.2,2973,3678.8,4184.4,3300.2,3742.9,3738.4,2841.4,3508.8
P0A759,2213.4,2460.3,1929.3,2583.1,3101.3,2418.3,2568.5,3002.9,2386.9,3055.9
P0A7V8,8224.2,10596,9296.2,10928,9299.8,10458,10747,10887,10783,13973
P0A7V8,6657.6,5187.2,6716.8,6368.4,5161.8,6566.4,7885.8,6398,6186.9,5670.2
P76234,4848.1,5873.8,5150.5,5279.2,6614.3,5041.3,6290.5,6379.8,5293.9,4752.2
P0A9C5,3598.9,3285.9,3433.7,3769.1,3811,3079.9,4315.3,3468.4,3416.2,3372.6
P0A9C5,8525.8,7820.6,8199.8,9556.3,8032.4,8044,9844.8,10172,8311.9,8638.9
P46837,3253.1,2945.6,3845.2,3894.6,3363.8,3571.8,4433.4,3959.4,3785.4,3661.4
P27302,4028.7,3842.8,3300.4,4396,4744.5,4399.3,4214.2,4533,4520.6,4270.7
P27302,6189.2,6943.4,6578.1,7123.7,8604.3,6366.3,7567.8,7662.5,7726.8,6607.4
P25666,5059.1,5367.2,3561.6,5725.5,5320.6,5489,6151.9,5251.3,4623.8,4727.4
P52647,5832.4,5791.4,4776.8,5902.9,5870.3,5058.6,6649.2,6192.4,5541,5979.7
P08368,3069.8,2804.4,3931.2,2609.3,3224.7,2243.8,2668.9,3192.5,2873.2,3582.6
P0A9J8,6538.8,5828.9,5673.6,6264.1,6839.3,5510.8,7024.1,6763.7,5151.2,5731.9
P0A991,7421.5,7568.4,7526.4,8314.2,8238.5,7670,8657,8689.8,7740.9,8346.8
P0A991,2295.4,2321.8,2287,2605.6,2175,1948.6,2368.2,2320.4,1941.8,2328.4
P0A991,1433.3,1667.1,1411.2,1424.1,1461.3,1484.9,1802.9,1201.4,1422.7,1616.5
P30863,2254,2223.8,2179.8,2845.9,2896.1,2085.1,2570.8,2637.9,2637.2,2313.2
P0A9T0,2825.7,2882,2443,3174.9,3120.8,2577,3219.5,3078.4,2425.7,2694.7
P0AEK4,4317.4,5695,3960.6,5551.4,5725,4562.1,5124.7,5533.7,4902.9,6216.8
P0AEK4,3851.5,3809,3806.2,4459.3,5083,3958.5,5375.9,4765.7,4604,3193
P0AEK4,1657,1749.1,1764.2,1936.4,2130.8,1301,2172.1,2200.4,1890.3,1490.9
P0AEK4,656.18,915.82,631.5,1415.9,794.21,841.02,675.3,923.23,712.24,977.67
P0AEK4,2274,1913,2554.7,2213.1,2636.2,1828.4,2809.6,2526.3,2021.8,1941.6
P0AEK4,2491.7,2238.8,2098.4,2653.9,2828.6,2412.7,3066.7,2569.8,2564.4,2114
P60752,5589.1,4987.7,5331.1,5624.2,6372.3,5707.6,5927.3,5981.1,5944.5,5907.4
P39342,1063.7,834.68,885.14,1044.8,1016.7,795.39,921.69,957.76,901.99,1069.6
P68767,16076,14361,16403,17700,18037,14707,20429,18556,17381,18815
P0ABH9,1310,1320.9,1517.9,1580.5,1411.8,1350.1,1711.9,1521.2,1626.4,1307.7
P60438,12383,12680,12241,13910,13988,13551,14694,14790,13842,14511
P60438,8463.8,8012.5,10096,9800.3,10229,9732.5,10500,10487,10351,10695
P60438,1189.6,1401.2,1150.5,1271.5,1536.1,1796.4,1118.2,1445,1387.6,1162.7
P22523,472.52,434.39,289.83,429,470.7,388.55,522.64,329.48,366.07,397.99
P45544,2831,2959.3,2590.4,2891.2,3297.2,2520.6,2967.7,2911.2,2859.4,2642.5
P76594,632.25,662.73,710.85,1062.5,815.11,1008.3,960.57,969.1,931.1,997.32
P0AFB8,1924.2,1910.8,1598.9,2133.8,2268.4,1873.4,2250.7,2260.8,2183.3,1992
P0A7B1,3749.2,3678.2,3308.3,4338.7,3936.6,3781.7,4745.2,4474.8,3943.5,3820.8
P0AF20,3743.7,3880.9,3099,3753.6,4754.6,3930.3,4456.6,4595.7,3817.2,3604.5
P77804,467.13,504.2,360.78,508.08,602.01,416.89,552.53,590.33,642.41,361.96
P77804,947.96,1023.3,903.87,1093,1410.5,1063.7,1258.8,1245.4,1145.4,1266.9
P0AG67,7913.4,12693,8793.2,10068,13290,9382.8,10877,12255,10766,10022
P0AG67,3020.5,3610.9,3109.4,3217.6,4583,3088.3,3876.5,3663.7,3693.8,3047.9
P77247,504.92,323.81,543.39,456,563.13,398.4,428.13,796.02,473.57,631.33
P77247,1457.3,2220,1486.1,2143.6,2596.8,1689.6,2257,2283.6,1989.4,1415.8
P37636,1530.3,1461.1,1646.5,1747.3,1580.2,1689.8,1752.7,2059.2,1741.8,1738.9
P37636,1011.8,919.66,1425.8,1030.6,1382.7,1158.7,1425.2,1159.9,995.03,945.5
P69908,11409,11322,11254,12436,12942,11011,13852,12720,11459,11748
P69908,15606,15161,14074,16481,16307,13833,17171,16073,14705,13970
P23865,1527.8,1584.3,1497.6,2072.5,2240.2,2270.9,2386.5,1898.5,1749.2,2083.8
P77269,2308.6,3179.3,2379.5,2775.4,3784.5,2464.5,3262.1,2991.2,3156.7,2364.4
P00960,4670.9,4781.6,4664.2,5144.9,6124.7,4675.9,5593.9,5196.5,4770,4387.8
P00960,2456.6,2377.1,2206.7,2390.5,3243.7,2379.2,2617.9,2809.9,2351.5,2244.8
P76176,1358.3,1579.2,3839.6,1718,1860.4,3998.9,1543.3,1792.8,1709,1623.1
P0A6T1,899.98,1296.1,904.53,1244,1474.1,1201.6,1267.9,1417.4,1103.8,1949.6
P0A873,555.41,382.26,559.78,413.41,396.98,499.33,470,491.49,359.54,424.05
P03023,4495.8,6121.8,4339.4,4834.2,6534.2,5174,5114.7,5053.9,4329.6,3634.4
P03023,561.95,824.49,437.49,792.43,712.85,692.01,493.2,602.93,462.61,415.37
P0AEA8,629.87,769.92,692.04,699.98,1018.8,763.18,1124.7,920.72,763.72,797.59
P0AEA8,588.58,656.35,751.57,660.18,775.27,655.87,764.79,702.89,530.44,659.75
P03813,906.42,1004.7,851.3,924.35,1225.3,754.75,981.85,1017.3,857.6,609.56
P61949,2547.1,2533.6,2534.6,2398.4,3051.7,2600,2567.3,2716.3,2682.5,2879.4
P0A8T7,804,727.35,509.18,542.12,505.94,260.17,584.77,618.07,646.56,760.49
P0A8T7,8159.7,11597,6342.4,7627.2,7549.4,3719.8,7232.4,5656.3,5601.2,9569.8
P03004,2324,2124.7,2239.9,2200.3,2397.1,2196.5,2315.4,2277.6,2301.5,2075.8
P03004,1544.8,1141.4,1278.8,1673.9,1545.6,1461.8,1482.2,1214,1446.5,1581.9
P36562,721.6,1214.6,768.74,1239.1,1199.7,680.56,1407.6,993.18,1012.7,938.4
P36562,669.84,1180.3,573.08,914.39,1185.6,835.94,1140.3,1077.9,907.61,721.95
P0AB89,13178,10567,11400,12619,14606,11530,14642,13163,10873,9329
P0AB89,4848,6643.3,4785.1,6194.8,7713.7,5340.5,5887.4,6230.6,5573.1,7581.6
P0AB89,20902,28412,19225,28125,30252,22738,22680,26399,24547,33509
P00811,1327.7,1628.9,1428.1,1324.5,1884.9,1415.7,1450.1,1786.7,1533.4,1598.2
P39342,3400.5,2935.9,3719.8,4304.4,3832,2815.6,3464.5,3340.7,3178.2,3194.8
P41409,486.24,872.41,535.67,774.15,1183.3,762.02,1065.4,980.25,959.64,714.01
P40874,1161.2,1597.2,1016.9,1559.2,2024.2,1307.1,1775.2,1702.5,1543.2,1304.2
P0ABZ6,9269.1,9541.6,9524.2,9076.5,11116,9751.2,10966,11634,9951,9665.1
P0ABZ6,6691.3,7040.4,6766.8,7389.2,7835.6,6849.2,7475.5,8113.3,7113.5,7252.2
P0AF93,13549,20424,14172,18313,23536,15786,19222,18345,16709,14483
P24215,2002.3,2268.6,1939.9,2006.4,2834.6,2193.2,2292,2521.1,1916.3,1764.7
P0ABD5,3420.7,3219.7,2975.1,3634.4,3888.8,3134,3476.3,3458,2963.1,3470
P0ABD5,1092,1199.3,946.48,1261.5,1179.7,1277.4,1423.9,1185.7,1221.8,937.03
P41407,3098.7,4284.2,3764.5,4151.8,5124.8,3950,4084.6,4158.1,4201.9,3517.1
P05020,1941.4,1974.4,1743.1,2367,2910.9,1974,2799.3,2724.4,2537,1810.4
P0AG90,2442.9,2857.6,2413.1,2791.8,3692.2,2561.2,2891.3,2829.9,2725.9,2866
P24554,3029.7,3077.1,3017.2,3428.8,3487.5,3432.5,3781.9,3920.1,3483.2,3480.8
P0A8T7,2631.4,2637.9,2546,2854.5,3216.6,2712.6,2900.9,2830.3,2550,2564.7
P0A8T7,85.451,364.78,61.049,193.32,358.92,145.28,311.29,389.13,185.85,163.18
P0A8T7,552.95,466.16,410.43,452.97,586.03,474.17,709.78,666.25,473.22,531.81
P76562,6080.6,7644.8,5801.3,7096,6837.9,6573.9,6215.4,6968.6,6562.6,8057.7
P0A9F3,17146,17264,15747,18153,20889,16887,20734,19252,17726,19779
P00509,15225,21137,13415,21265,23403,16074,18323,19810,17650,23877
P00509,1283.6,1571.1,1201.6,1777.2,1924.6,1285.5,1290.6,1548.7,1853.5,2176.9
P00509,2868.6,2791,2714,3078.5,3465,2768.5,3927.2,3355.3,2832,2023.6
P00509,6579.3,5369.6,5602.3,6173.5,6805.5,5777.6,7739.4,7108.8,5743.3,4449.8
P69222,754.07,591.64,748.98,771.83,1085.4,920.29,968.03,862.12,954.89,485.37
P69222,1354.3,2093.6,1612.1,1816.3,2873.3,2005.5,2056,2285.6,2270.4,2322.2
P21499,3077.1,2668.1,2939.8,3283.6,3037.5,3514.8,3278,3595.1,3123.9,3068.2
P33602,1255.3,1136.2,908.98,1120.8,1002.5,636.81,1417.9,1143,1353.3,1130.6
P0AGD7,13543,13910,13845,15331,16856,15620,16746,16247,14184,16662
P36999,8976.9,9682,9968.2,8669,9976.6,11858,10376,9396.4,9163.4,9893.9
P05055,9432.4,9160.2,9818.6,9615.8,10644,9586.1,11212,10712,9650,9807.2
P0A6M8,13641,17374,11915,16769,19391,14670,14860,16594,15703,21425
P0A6M8,5716.2,4344.9,5530.2,5148.6,6207.4,4692.5,6271.4,5441.5,4712.7,3662.8
P0A6M8,9441.4,7105.1,9126.4,9504.9,10166,8171.5,11769,9462.9,8132.6,7545.3
P0A6M8,10539,8842.3,9510,10461,10656,8306.6,11954,10196,8871.7,7661.8
P0A6M8,4095.2,3175.6,3598.5,4025.8,3982,3603.6,4456.7,4056.2,3029.7,2597.1
P0A6M8,2492.1,2095.4,2673,2978.7,3271,2486.1,3375.8,3062,2391.7,1953.7
P0A6M8,4317.9,3548.9,3768,3887.7,5160.6,4190.6,4941.9,4430.5,3826,3226.6
P0A6M8,2859.5,2226.4,2300.7,2653.2,3046,2518.1,3296.2,2677.5,2577.9,2389.5
P0A6M8,3115.2,2538.7,3162.6,3113.4,3530,2943,3319.8,3922.3,2675.1,2725.1
P0A6M8,3556.5,2592.6,3098.2,3608.5,3901.6,2760.8,3867.7,3522.8,2876.3,1986.5
P0A6M8,48163,38790,44229,45800,50389,40214,55145,49628,40162,33574
P0A6M8,23827,18883,20938,23254,26080,20510,25777,23499,19831,18317
P0ADG7,6129.5,6148.2,6407.1,7410.8,8110.7,5376.6,7831.5,7120.5,7061.9,6308
P0ADG7,1473.5,1581,1727.7,2352.2,2476.3,1542.7,2428,2231.6,1787.2,1697.7
P0A7G6,19217,17227,18409,18879,20536,18902,22436,20979,17568,19481
P0A7G6,13217,12675,12796,13920,14757,13835,15161,15080,13446,13451
P0DMC7,28022,26218,26659,28960,28286,26760,32351,31249,26147,28618
P0A9V1,949.82,1224.6,977.57,1110.9,1530.3,965.25,1432.3,1428.3,1488.8,1133.4
P0A9V1,2570.6,2607.9,2589.3,2973.6,3396.1,2786.5,3408.5,2997.5,2986.2,2560.6
P76216,1034.3,1287.2,952.66,1548.4,1854.8,1194.9,1434.6,1122.4,1361.4,1055.6
P23909,1483.1,1488.3,1460.7,1644.6,1687.2,1127.4,1755.4,1511.5,1248.8,1463.9
P32176,3405.7,3437.2,3873.2,3898.7,4192.4,3748.3,4283,3920.5,3727,4067.4
P0A6V8,4118.4,4053.8,3668.8,4370.9,4321.7,3724.7,4363.5,4487,3582.6,3748.7
P0A6V8,6611.5,7377.5,6151.2,6953.7,7727.6,6469.9,7894.5,7551.9,6966.2,6435.1
P0ADG7,4745.9,4036.5,3886.7,4478.9,5118.5,3931.8,4515.2,4608.4,4108.9,3393.9
P0A9P0,21508,20603,20512,23359,24914,19254,23833,24525,20895,20120
P0A9P0,13842,14135,13849,16597,16239,13245,15574,15377,13910,13849
P0A8N5,13396,12345,12886,14161,16248,12681,16020,15085,13276,13927
P18196,6578,9371.7,6489.7,8435.9,10653,7160.4,8458.5,8561.8,7800.4,7375.5
P75949,4447.8,5106.3,4000.4,4979.6,4798.1,4562.6,5450,5472.9,4524.3,4572.6
P77712,5139.8,6443.4,5425.8,5930.9,6802.8,5412.4,6404.4,5901.3,5491.7,5064.4
P77712,7072.8,8504.6,6737.9,8042.2,9907.2,7287.8,8345.8,8690.6,7338.3,7065.6
P77712,2875.5,4023.5,3044.2,3769.3,3514.7,2982,3568.4,3425.1,3335,2832
P65556,4534.4,10008,4248,7503.2,7704.1,5849.9,6179.6,7113.9,7219.2,8690.3
P65556,3092.8,4544.2,2947.8,3838.9,4707.4,3746.7,4600.3,5133.8,4688.6,3436.2
P37177,2119.9,1897.6,2355.9,2318.6,2618.5,2178.1,2522.9,2429,2509.6,1817.7
P63284,4735,3587.1,4999.1,4493.5,5279.6,4508.1,5638.3,4864.9,4851,2380.4
P63284,210.13,206.93,97.544,351.83,198.03,412.32,302.06,351.07,158.91,160.03
P63284,948.21,1068.1,909.35,1141.9,1324.9,960.3,1260.3,1106.1,1069.4,1117.5
P63284,3360.4,4133.6,3146.7,4045.1,5139.3,3429.6,3963.4,4456.5,3866.7,3751.1
P63284,259.47,377.89,343.83,516.97,406.76,264.66,428.99,519.21,246.86,496.77
P63284,61.565,764.71,116.68,312.23,588.73,385.85,225.76,404.07,276.19,903.85
P63284,339.45,444.14,488.95,354.2,204.41,173.83,569.05,540.22,309.97,471.09
P0ABU5,1766,2066.5,1744.9,2318.5,2540.8,2143,2275.3,2340.3,2102.8,1567.9
P0A821,1551,1487.1,1530.5,1665.6,1503.9,1342.4,2035.3,1873.9,1763.5,1662.2
P42593,16961,16227,17193,18999,18680,15853,19755,17192,16792,17308
P0A6L4,3271.1,3291.7,3271.8,3619.7,4191.8,2733.1,4123.6,3684.3,3331.3,2631.4
P0A6L4,1741.6,3268.1,1576.1,2647.2,2894.3,2222,2338.4,2506.3,2602.4,3039.7
P22256,3673.6,4095.3,3846.8,5058.7,5363.8,4385.7,5295.2,5431.5,4694.5,4874.9
P22256,1462.6,2019.9,1184.2,1771.4,2328.2,1481.4,1778.6,1962.6,1461.6,2342.8
P22256,872.17,1134.6,732.05,1133.3,1328.9,831.06,1115.3,950.41,995.8,1510.1
P22256,847.25,548.67,644.24,830.94,1020,666.77,921,895.49,681.05,543.81
P22256,202.79,264.91,436.73,175.24,384.05,244.61,474.96,423.49,219.5,180.09
P22256,2213.9,1753,2020.5,2383.2,2408.9,1739.6,2562.7,2192.8,1669.2,1855.1
P22256,2049.4,1783.8,2011.3,2441.3,2271.7,1721.1,2732.1,2447.9,2074.9,1704.3
P22256,1124.7,991.99,1066.5,1351.7,1720.7,1067.4,1501.8,1395,1222.9,1021.5
P09546,2875.7,2678.1,2660.3,2972.4,2827.4,2755.4,3024,3320.8,2841.1,3237
P09546,661.56,509.65,416.27,790.71,504.83,444.63,499.24,501.45,497.34,457.2
P32157,1631.2,1881.5,1989.3,2254.7,2334.8,1863.8,1946.2,2186.3,1837.8,2104.4
P76575,575.32,773.32,462.3,603.78,794.55,532.72,699.66,581.41,636.53,666.95
P0ACF4,5441.8,6274.1,5081.5,6672.2,7630.4,5854.8,7181.2,7175.3,6642.5,5709.9
P00452,1044,1116.4,1046.9,983.98,1202,941.2,1090.7,1215.4,1135.3,1091.2
P00452,21282,21102,22344,25027,26777,23338,27537,27628,25387,25767
P00452,2816.2,2819.3,2740.5,3176.6,3345.7,2518.8,3179.4,3404,2721.2,3089.3
P0ADY1,13280,12509,12492,13142,13258,12369,14673,13474,12724,13076
P04805,11567,11066,10197,12613,13075,11726,12728,12765,10514,11934
P0A9C9,3814.7,6658.4,3982.7,5854.6,6267.6,4311.4,5128.8,5091.9,5122.3,5956.2
P37313,1305.3,1280.7,1362.8,1327,1397.2,1110.7,1356.5,1323.2,1145.4,1269.1
P0A9Q9,609.05,438.34,491.19,502.25,903.17,504.01,732.86,728.83,728.38,781.58
P0A903,3112.5,3313.6,3597.4,3663.8,3260.3,3249.7,4407.9,4158.6,3647,3713.1
P0A903,1748.6,1805.6,1725.4,1827.9,2018.5,1967.2,2405.3,2094.9,2259.9,2105.9
P0ABU2,2463.9,3392.4,2033.1,3550.2,2877.1,3325.4,3508.3,3978.8,3130.1,3211.2
P0ABU2,4114.7,5312.6,4267.7,4506.2,6432.1,4365.8,5439.3,5571.7,4876,3906.1
P05852,5218.7,4648.8,4918.3,5839.5,6116.7,5386.5,6334.5,6537.5,5308.2,5381.6
P0AEE5,4605,6370.6,4781.6,5439.7,6804.4,4631.2,6501.6,5545.9,5429.1,4787.1
P0AEE5,36136,48625,37701,40282,50027,37729,42755,42552,42065,34108
P0AEE5,2003.3,1739.4,1532.6,1881.1,2306.1,2360.4,2554.8,2541.3,1819.5,2312.7
P39265,4513.2,5438.1,4086.1,4799,5536.1,4518.6,5629.8,5483.8,4785.7,3912.1
