Accession,TotInt_126C_Ecoli_12prot_MS2,TotInt_127N_Ecoli_12prot_MS2,TotInt_127C_Ecoli_12prot_MS2,TotInt_128N_Ecoli_12prot_MS2,TotInt_128C_Ecoli_12prot_MS2,TotInt_129N_Ecoli_12prot_MS2,TotInt_129C_Ecoli_12prot_MS2,TotInt_130N_Ecoli_12prot_MS2,TotInt_130C_Ecoli_12prot_MS2,TotInt_131N_Ecoli_12prot_MS2
P0A879,1227.2,799.86,1398.9,1162,1494.7,637.02,1233,1525,988.19,966.72
P0A853,10915,10710,9550.9,11554,11855,10292,12034,12002,9735.8,10935
P23843,19507,20799,17202,19917,22882,17025,20228,20245,18400,17144
P13029,16530,19615,15203,17060,19987,16379,19306,19156,17530,17144
P0ACA3,111.57,226.34,149.02,72.991,117.1,119.95,237.48,214.61,156.56,0
P0AA10,36511,34422,32723,36572,36672,36227,39755,38084,34928,37421
P0ADS2,7466.6,9232.8,7227.8,9277.5,11342,8055.5,8603.7,9724.1,8990.4,9578.2
P30136,138.4,559.02,445.5,446.9,628.79,503.58,536.05,493.36,544.81,680.58
P23871,3263.7,3106.7,3031.6,3357,3293.5,3002.8,2926.9,3416.8,2929.6,3112.4
P0ACY3,3610.3,4911,3515.1,5195.6,5449.1,4230.1,4713.8,4581.2,4606.1,5598.3
P09980,2880,2253.7,2495.4,2010.1,2743.5,2144.2,2862.3,2617.5,2460,2735.9
P0AEA8,1482.5,1501.9,1649,1800,1751.2,1498.3,1972.5,1835.8,1314.2,1415.3
P0AFK0,4305.7,3895.1,3825.2,4798.8,4450.8,3865.4,4645.2,4948.9,3976.8,4317.5
P0A8T7,11390,10271,11431,11277,11939,11140,12813,13037,11610,11895
P0ADP9,10280,12533,10420,11590,13547,11685,11982,13132,11421,10671
P07813,6823,6968.5,6826.8,8168,8032.8,7605.7,8181.1,7964.5,7144.4,7300.4
P00350,26639,30665,27114,30285,32872,28375,34754,33611,29110,29016
P30859,177.07,277.26,199.65,404.69,586.57,464.22,485.42,459.36,380.46,435.57
P37313,1800.2,2025.1,1958.7,2226.1,2175.4,1929,2627.2,1877,2356.6,1912.1
P10371,3249,3821.2,3147.5,3517.3,4341,3502.2,3418.9,3754.4,3726.8,2916.2
P0AFG8,130.21,191.13,91.279,133.78,248.47,103.8,164.41,155.22,222.02,106.88
P45531,1090.5,1644.9,1229.4,1514.1,2122,1347.6,1501.7,1585.5,1862.1,1295.4
P09147,43441,49337,39452,53206,68549,39024,50669,53067,46269,47017
P30128,2355.2,2645.1,2698.1,2732.3,3011.1,2619.7,3627,3171.5,2964,2294.7
P37651,914.67,1124.6,841.14,957.56,925.55,1012.9,956.25,1056.9,990.12,968.49
P0A799,340.96,509.1,502.08,399.97,449.87,384.23,685.97,673.65,484.65,456.6
P04825,3597.2,4732.3,3485.1,5020,5067.8,3589.5,4311.8,4561.7,4370.7,3688.7
P63389,1220.4,829.26,931.63,1039.9,1138.6,902.42,1301.1,1155.4,1025.3,1360.1
P22523,1921.3,1795.9,1823.9,1995.1,2251.4,2145.1,2000,2302.5,1628.6,2039.1
P0ABF6,3913,5077.1,4163.7,4863.8,6596.4,3520.1,5464.2,5202.5,4981.4,4059.4
P0C8J6,6885.3,7459,5976.2,7424.5,9534.9,6542.7,7191.2,7527.9,6967.3,7159.8
P21889,9604.7,9238.9,8878.2,10598,11039,10119,11663,10535,9232.2,9753.5
P07118,2153.2,1971.1,1789.4,2517.2,2104.5,2197.1,2815.7,2510.7,2304.7,2667.3
P0AB58,342.74,462.63,363.54,440.8,549.87,479.06,642.43,521.87,533.36,562.96
P06129,2203.8,2564.3,1989.8,2996.6,3042.7,2238.5,3328.5,2712,2854.5,2480.9
P09152,2195.2,2028.6,2502.3,2362.4,2399.2,1978.5,2338.9,2212.2,2058.1,2163.6
P0AC02,6533.3,6476.7,5729.4,7026.4,6857,6192.4,7263.5,6903.9,5759.5,5766.3
P0AGC3,348.31,462.03,528.65,480.78,634.69,441.17,518.57,479.93,490.32,498.78
P75792,3203.7,3708.5,2933.5,3929.6,4357.2,2993.3,3319.8,3793.2,3546.7,3683.2
P76128,2633.3,2712.9,2336,2402.4,2388,2361,3186.5,3270.5,2742,2371.2
P29680,1614.2,1559.7,1278.5,1680,1789.8,1546.2,1722,1483.6,1505.2,1715.9
P0ADW3,1058.6,1097.8,1220,1383,1473.9,1230.4,1752.4,1651.2,1038.7,1658.8
P13035,13342,14182,13781,16964,15435,13783,15098,14502,13098,15081
P13035,1685.7,1783.5,1911.7,2015.8,2141.3,1385.9,2238.7,1900.7,1815,2008.9
Q46871,1630.8,2233.2,1523.7,1999,2199.2,1765.7,2203.8,2299.4,1688.3,1752
P0A9Q7,27478,25647,27282,28399,29187,26078,29963,28412,24650,25540
P76506,1429.3,1660.3,1355.4,1769,2204.9,1555.4,1874.6,1924.2,1724,1652.4
P0AEG1,5212.4,5253.5,5070.4,5871.7,5813.6,5407.7,6053.9,5463.3,5151.7,5511.4
P15288,24197,29959,25062,27970,37318,26338,30414,30105,29997,26213
P36659,3732,4555.7,4589.1,4668.6,5059.9,4499.7,5119.5,4478.8,4780.8,5305.7
P37342,695.74,740.96,586.58,627.21,934.94,766.21,790.46,679.83,868.68,759.42
P0ACP1,17798,17151,18189,19293,20590,17854,20690,19287,18207,19016
P45577,4403.6,4739,4287.4,5103,5597.7,5100.4,5148.4,5336.7,5803,5849.2
P45577,7534.8,7780.9,8553.1,8354.4,8430.2,8193.6,8887.3,8244,7561.4,8189
P76086,1921.7,1538.1,1926.7,1694.7,2030.8,1758.6,2313.3,1774.3,1723.1,1414.4
P0ABB8,8589.6,7686.8,7071.4,9571.7,8920.5,8579.3,9497.6,9334.4,9117.8,8802.7
P31806,390.23,555.97,164.34,503.34,524.11,360.75,324.29,163.32,324.3,590.8
P0AFG8,13383,12866,13239,13618,15275,12550,14357,15313,12160,11092
P0A8V2,740.3,655.85,702.51,784.63,683.73,614.11,842.71,938.1,710.71,868.07
P0A8V2,159.8,281.77,69.115,173.77,144.56,145.05,151.84,272.27,184.44,372.08
P0ACB2,7474.2,7146.7,6767.9,7878,8337.8,6187.8,8776.6,8246.6,6815,6620.7
P75823,3878,3737.7,3823.3,4083.2,5186,3834.6,4759.2,4379.9,3777.3,4639.1
P60624,11100,10403,12361,12856,12394,11923,13244,13154,12241,13263
P25522,2022.4,2926.5,1911.2,2419.1,3663.8,2497,2184.2,2727.4,2458.9,1909.1
P0A6S7,1821.7,2158,1951.9,2323.6,2480.1,1910.6,2376,2122.4,2047.6,2070.6
P0A6T5,1801.6,2223.5,2405.8,2306.4,2655.2,2419,2497.7,2359.6,2102.9,2286.7
P31808,10791,13536,9970.8,13230,14670,12591,11832,12903,12673,16227
P43329,6176,5739.9,5437.7,6350.1,6381.8,5333.6,6842.5,5991.7,5723.2,6035.5
P0A6L0,1580.2,1384.6,1344.1,1394.5,1679.9,1314.3,1701.5,1768,1330,1322.5
P0A825,56371,58728,52997,67778,67710,55886,63527,67973,55451,58262
P37353,1404,4120.4,1006.5,1835.7,3016.9,1446.4,1596,1623,1113.4,1344.2
P07395,7365.1,6855.2,6423.3,8478.7,8440.9,6643.5,8686.3,8196.9,7335.5,7353.1
P07395,32847,31705,30473,33976,35741,30331,36276,36723,29967,30496
P0ABU9,5842.9,4216.8,5107.9,4835.1,6074.7,4434.7,5790.3,4501,6173.3,5134.9
P69441,4903.9,6393.9,4137.9,5892.4,7954.4,5856.6,7037,5833.2,6471.7,5826.4
P0ABC7,1444.8,1287.8,1259,1860.9,1622.7,1343.5,1451,1459.2,1463.4,1621.7
P0A836,25874,45408,20694,26662,28806,14190,26904,19432,20103,27302
P0A705,1992.4,2555.8,2224.4,2505.5,3210.5,2145.5,2226.6,2341.5,2081,2238.9
P0A705,2936.7,3336.9,2839.5,2755.9,3131.7,1965.5,3352.7,2958.8,2866.7,4167.8
P69828,10535,12252,10638,11950,16210,6603.7,12906,11526,11088,8852.1
P0A8P3,7619.3,9657,7452.8,9408.1,11425,9076.5,9597.8,10381,9086.1,7992.7
P37177,6387.1,6285.1,6446.1,6862.9,8121.1,6087.8,7271.4,7209.4,6223.5,6764.9
P24232,5345.9,6637.8,5280.9,6154.4,7496.1,6191.6,6416.2,6387.4,6437.1,5206.4
P0A784,5370.9,7437.8,5557.8,6471.4,8776.9,6143.2,6708.4,7267.5,6995.1,6176.5
P0A805,3099,3431.7,3341.4,3376.6,3822.7,3367.3,3734.1,3568.2,3370.1,2550.4
P0ADP0,2498.6,2573.9,2381.9,3589.7,3608.7,3186.8,3068.1,3391.4,3476,3238.6
P22259,13483,12292,12210,14431,15223,12238,15096,14299,12998,12761
P22259,2018.9,1805.9,1936.3,2163.3,1873.4,3041.5,1860.4,2171,1916.4,2414.6
P0A9H3,1973.9,1855.9,1815.3,1873.4,2323.4,1958.6,2198.4,1852.3,1977.3,2123.9
P15288,7016.9,9440.5,7832.4,8277.1,10998,8629.2,9853.3,8925.8,8903.4,7582.3
P0A853,38895,37710,36240,44565,44705,39861,46097,45302,39831,42198
P33644,3818.5,5902,3005.9,4904.9,6558.5,4147.7,4508.1,4896.4,4941.8,5385.3
P31460,1955.1,2252.7,1866.4,2447.1,2325.3,2195.7,2360.4,2519.9,2173.9,2078.7
P0ABB0,135.57,285.47,419.88,404.35,474.44,203.32,407.36,384.76,377.52,571.8
P0ADV5,6658.3,6954.2,6544.3,7215.3,8282.6,6074.2,7190.6,7263.6,6432.1,7167.9
P30178,3876.1,4511.9,3662.9,3938.8,4911.3,3737.4,4346.7,4976.1,3935.1,3874.3
P75823,7273,6370.4,6975.6,7881.7,7923.3,7422.1,8871.4,8345.3,7388.1,5844
P69811,1078.3,1447.8,1205.5,1273.5,1328.8,1149.3,1340.1,1337.7,1256.6,1262.3
P40874,575.34,729.69,346.85,708.37,811.8,551.51,878.63,610.19,606.71,648.04
P17846,4307.1,4097.9,3751.8,4611,4476.3,4186.4,5144.8,4884.5,4467.8,4354.6
P32680,3045,4223.8,3384.9,3935.6,4836.1,3099,3816.4,4271.6,3811.1,3476.5
P76220,1821.7,2005.1,1519.8,2451,2246.8,1836.5,2035,2356.2,2196.3,2342.3
P0ACU5,2528.7,2698.9,3023.4,2535.9,3345.9,2616.7,2949,2852.5,2462.4,2366.8
P18843,1008.1,1402,1210.2,1792.7,2178.9,1572.6,1812.9,1786.5,1481,1369.4
P77148,2191.1,2238.9,2160.7,2366.4,2723.1,1932.2,2373.2,2279.7,2227.5,2086.4
P21507,793.22,987.59,723.76,1017.6,983.91,736.35,673.93,837.54,802.97,1086.7
P0A915,6655.5,8853.4,6626.5,7179.6,9827.6,6778.3,8987.6,8258,8395.2,6681
P0A9Q7,19688,19499,19404,20868,21625,20020,21862,21813,18347,20521
P0A9Q7,1656.7,1193.3,1535.3,1125,1769.4,1288.7,2144.6,1807.9,1655.7,1794.8
P0A7J3,9614.1,8630.3,9066.8,10013,12087,8610.6,11811,11484,9668.6,7379.1
P00562,2730.8,2950.7,2681.2,3132.9,3455.1,2528.6,3475.7,3198.2,2819.7,2622.9
P21829,435.11,601.6,306.13,521.07,507.95,378.46,534.13,319.62,318.32,375.63
P37051,13611,19019,13600,16602,18715,2611.3,15192,14994,14122,18706
P60716,13066,11963,12160,15097,15852,3623.2,15837,14064,13286,13950
P77182,10941,11687,11034,13232,13667,2797.8,13223,11823,11082,12502
Q47146,1423.5,1323.1,1477.3,1794.6,1729.5,1432.4,2002.5,1662.2,1550,1901.4
Q93K97,2795.2,3720.1,2765.7,3246.1,4295.8,3260.7,3533.6,3762.1,3561.2,3129.1
P37128,345.95,377.1,459.59,423.55,469.21,497.08,439.02,398.78,528.48,445.83
P0ABD3,2445.5,2683.8,3554.4,2737.4,3634.2,2378.8,2839.2,2758.4,2986.3,2886.6
P17117,2776.2,2892,2695,3004,3425.2,3150.3,3405.4,3126.1,2729.5,2560.7
P33570,25862,24590,25234,28678,28034,24307,28575,29478,23205,23763
P76104,533.12,616.32,623.47,626.26,857.68,625.49,761.31,557.02,468.25,715.19
P0A722,2186.8,2096.3,2118.6,3058.6,2604.8,2165.9,2860.8,2724.3,2349.7,2334.8
P22523,764.97,819.11,588.09,573.55,723.07,676.99,821.08,662.84,728.87,927.29
P0A9Z1,925.05,1333.7,814.08,1248.6,1370.2,1129.9,1157,1636,1336.3,956.49
P31828,4908.1,4633,4699.6,5238.8,5016.6,4580.2,5410.2,5189.8,5016.6,4448.2
P21513,1453.8,946.87,1182,1478.3,1567,1228.6,1888.2,1418.9,1265.3,1211.8
P07118,7718.3,7350,7180.2,8856.4,8647.5,7848,9325.5,8440.8,8355.8,8285.7
P0ABH9,1014.1,938.39,1105.9,1066.8,949.85,896.82,1108.5,1326,872.88,790.77
P0AC53,13544,18108,12777,17067,20677,15142,15198,17873,15907,22913
P27248,12257,13799,12241,14024,16534,11925,14624,14412,13857,11711
P33599,1620.3,1371,1181.3,1379.9,1416.7,1035,1811.7,1392.7,1590.2,1435.4
P0A6S7,768.67,886.28,1027.6,1088.8,1003.8,735.28,1432.5,979.27,933.55,1170.8
P00960,18524,24412,17855,23112,28306,20652,23398,25171,21898,23496
P36683,18359,18100,15816,18840,20919,15730,19646,19635,17613,16291
P30139,496.13,1212.9,774.53,926.16,1310.2,839.89,1370.9,1223.9,983.62,810.88
P23830,24652,22553,23869,27286,26870,23782,27996,26675,24153,26581
P0A9T4,11830,11198,11870,11996,13422,9287.2,13100,12636,11375,12085
P39160,2470.9,2728,2449.6,3255.5,3519.1,2682.9,3078.4,2769.2,2833.4,2671.3
P0AD57,591.58,858.3,842.65,951.52,1105.1,663.11,1062.5,1025,821.96,717.62
P0ACT6,675.76,773.77,513.72,1034.6,1218.4,887.29,801,821.82,843.34,866.96
P04968,4788.6,4877.6,4260.6,5180,5878.3,4091.8,5259.5,5650.7,4396.4,4896
Q46857,14782,18140,13143,17210,21449,14486,17089,18942,16675,15282
Q46857,3016.2,3863.7,3347.9,3645,4508.4,3144.3,3570.4,3540.1,3425.4,3510.2
P77581,32890,34128,31371,39747,40334,32397,36698,38749,33306,34376
P75797,6397.1,6560.4,6092,7273.4,7557.9,6758.2,8015.5,7565.7,6732.7,7770.2
P33590,2531.4,3064.1,2265.6,2938.9,3866.3,2774.1,3000.1,3191.5,3068.8,2655.3
P00909,14430,17235,12639,15581,20158,13114,16959,17009,14818,13377
P23331,778.53,411.98,639.89,882.67,704.67,884.18,861.77,885.15,939.54,851.84
P0AFA2,1367.5,1295.1,1355.1,1487.8,1463,1593.8,1657.6,1296.8,1378.6,1524.8
P06971,2424.6,2499,2452.1,2689.4,3305,2277.9,3581,2811.3,2755.4,2312.2
P0ADP0,724.93,699.75,606.39,684.09,947.48,579.8,871.17,827.16,666.34,783.46
P0AEW9,2380.7,2975.9,2508.6,3033.5,4274.4,2730,3831.7,3327.5,2639,2091.3
P08244,6972.6,9304.2,7019.6,8903.6,10771,6895,9779.2,9475.4,8489.1,7096.7
P0A825,76150,75195,68581,83866,93329,66895,83202,84768,70537,70318
P76536,259.2,259.31,535.08,264.15,669.25,243.64,262.68,182.68,126.52,264.15
P0A7V0,381.93,242.36,306.95,322.71,427.06,165.54,120.76,292.64,122.8,335.76
P76329,1191,1287,999.19,1304.5,1717.5,1027.7,1913.1,1509.3,1484.9,1230
P76223,578.13,850.19,612.63,806.89,1141.3,750.59,756.04,911.49,774.86,561.61
P30850,775.36,894.06,569.94,1296.6,1157.6,938.39,956.05,1181,1147.4,1319.8
P0A8V2,36714,33154,36662,38742,38909,33798,42001,39049,32660,34130
P31554,1892.9,2415,1939,2204.6,2801.4,2099.6,2592.8,2643,2399.7,1924.8
P68919,23696,22833,25986,25907,30706,25382,29179,26888,27996,25268
P68919,8033.9,5133.7,7775.4,6226.3,8170.3,7279.7,10167,8763,7696.9,6068.9
P77804,1248.3,1403.8,1347.4,1625.2,1747.4,1184.9,1519.9,1570.1,1411.5,1447.8
P37095,2021.1,2682.1,1873.6,2232,2450.5,1501.2,2437.6,2458,2279.5,1808.4
P0AG24,1929.2,1856.4,2235.1,2454.4,1941.5,2232.7,2212.3,2296.6,2057.9,2319
P28629,7540,8812.7,7507.5,8012.5,9752.3,6895.4,8910.7,9135.6,8244.5,7260.6
P0C0U4,8729.4,8677.1,8715,10838,10818,8531.1,10908,10313,8518.1,7716.6
P54901,6765.2,5927.1,6200,6913.5,7198.5,6269.5,7244.3,7790.9,6166.2,6546.8
P11875,19990,19937,17934,20283,23513,17024,20667,21082,18822,18603
P75746,3983.6,4659.6,3838.8,4665.3,5479.5,4229.8,4471.7,4939,4401,4220
P39310,418.26,285.1,370.25,376.22,433.51,356.41,252.83,497.87,584.81,169.53
P0ADN2,7501.6,9545.9,8768.1,9234.2,10545,8735.8,9429.2,9845.6,8237.5,8040.1
P0A705,3385.9,4743.6,3659.9,5084.9,4014.3,5694.4,5150.9,4431.9,4046.1,3977.9
P00960,3168.6,3517.7,3562.8,3973.1,4583.1,3063.9,4469.2,3955.9,3867.9,3406.6
P37626,611.42,570.53,236.02,656.89,212.55,552.37,552.62,527.32,428.54,216.82
P35340,3441.6,3602.4,3123.9,3885.2,3860.9,3071.7,4065.2,3614.1,3587.6,3634
P60340,508.59,686.01,593.22,557.6,899.58,593.26,713.28,790.01,741.49,986.43
P0AC59,6330,6815.2,6948.9,7601.8,8755.3,6478.3,8219.9,8678.2,7113.5,6937.5
P13024,1314.3,1743.3,1524.2,1994.7,2234.3,1544.3,1853.2,2029.1,1635.3,1586.2
P25522,6862.2,9704.6,7746.3,8321.7,10106,7795.8,9277.9,9187,8735.7,8030.1
P76216,5240.3,5519.2,4769.7,6195.2,6731.9,5225.5,5913.3,6955,5599.6,5323.7
Q46864,514.48,696.06,490.13,715.96,680.7,685.74,750.95,580.14,609.96,716.41
P0A6U3,5836.7,5540.3,5493.5,5987.7,6430.4,5650.9,6206.2,6020.7,5509.5,6061.4
P00957,3270.4,3378.2,2998,3734.5,4094.7,3578,3699,3769.7,3739.6,4058.5
P00490,26035,21972,25510,25962,29163,24473,26889,25491,23877,26705
P07023,1094.2,919.25,895.89,1274.2,1382.3,725.63,1402.2,1175.9,1010.3,831.66
P0A9M0,2012.8,2854.2,2083.1,2556.8,2616.1,2439.9,2537.1,2712.1,2791.5,3239.6
P15639,7293.1,6599.4,6889.9,7841,8186.8,7647.5,8344.9,7949.1,7051.6,6758.8
P05055,2409.7,2296.2,2208.5,2458.2,2594.4,2384.7,3402.7,2604.4,3002,2745
P0A6L2,6712.4,7116.6,5824.9,7135,8120.8,5906.6,7410.3,7558.9,6822.6,5588.8
P0ADY1,3900.2,4177.5,3247.4,4445.6,4157.5,4177.8,4428.8,3897.7,3770.4,3829.3
P30749,199.3,409.01,444.88,288.97,295.38,218.52,160.49,459.19,317.06,308.98
P30749,1202.2,1420.4,1081.3,1247.9,1544,1509.3,1347.4,1423.1,1608,1219.2
P03018,5980.6,6299.5,7110.3,7658,7717,6905.2,7163.9,7417.6,6492,7455.4
P0AGE9,4517.8,5788.8,4383,5040.2,5703.9,4311,6252.2,5586.4,5414.8,4610.5
P77247,4326.2,6200.9,4425.1,5600.1,6798.8,4667.5,6029.9,5759.5,5195.3,4082.7
P09546,1543.6,1652.7,1713.7,1728.3,2047.9,2010.8,1819.6,2083.9,1958.9,2123.1
P09127,2441,2675.9,2384.4,2589.5,2779.6,2501.8,2617.2,2765.3,2376.1,2478.3
P39286,6773.1,7706.8,6911.6,7426.5,8957.3,7001.8,7866.2,7907.3,7443.9,7000.9
P0A955,34064,41638,33936,34177,45211,31305,40748,39921,34184,33780
P15254,182.08,85.042,182.52,148.8,347.61,132.42,334.24,316.26,406.49,206.95
P0AEX5,16248,18223,14502,19425,20986,17287,19202,18850,17093,18772
P45799,2054.3,3117,1987.6,3010.6,3653,2368.9,2600.2,2992.5,2656.9,3009.2
P24255,848.21,1248.5,1083,1033,1130.6,1038.6,1059.8,1126.6,1401.7,1170
P0A9D8,6080.6,6564.7,5225,6572.6,8509.8,5153.4,7356.6,7672,6785.8,5546.6
P15288,8556,11239,8466.9,10389,13611,9870,10817,11741,10588,9523.2
P76578,71.049,0,195,165.72,356.84,293.18,183.17,366.47,146.35,142.47
P0A8P3,13137,16734,12111,14262,17447,12950,14736,14757,13198,12658
P75823,3661.6,3834.8,3533.9,4261.6,4231.4,3877.5,4024,4098.1,3977.3,3820.1
P06961,1577.4,1311.6,1561.1,1517.2,1910.1,1539.4,1850.2,1940,1577.7,1508.8
P10408,249.1,193.16,333.21,285.45,374.44,193.88,188.59,188.74,278.9,254.82
P23538,2820.8,3385.2,2668.5,3274.5,4250,2759.7,3255.1,3569,3168.4,3360.6
P0A6P5,14142,13943,13505,15409,15092,14317,14399,15423,13757,15632
P00350,9146.8,10373,9412.1,10688,12509,9589.5,12440,11609,10295,10252
P08622,9122.8,8497.7,9288.6,10056,9752.8,9199.6,10546,10098,8603.9,9094.8
P08622,1904.6,1556.7,1750.1,2134.4,1950.3,1726.9,2286.3,1685.7,1986.2,2213.4
P0ADV7,4683.6,4731.6,4221,5251.1,5981.5,5238,6333,5417.4,5152.5,4908.8
P0AAN5,1642.1,2539.4,1677.4,2068,2465.3,2019.1,2440.3,2201.7,2162.7,1578.6
P32695,387.27,307.6,443.83,591.45,427.18,388.64,597.89,329.71,509.99,575.18
P0ADR6,11183,11516,11761,12816,13942,12414,13822,13054,13267,12691
P0ACA7,2114.6,3087.3,2371.8,2882.6,3649.8,2613.9,3557.7,3620.3,2569.3,2636.5
P0A6T1,9460.4,8203.5,9192.3,9320.9,9758.1,8487,10386,9336.8,9047.7,8744.3
P30131,15549,17890,14526,17841,20105,13467,17986,18973,15468,14682
P22106,1255.1,1939.2,1477.4,2063.4,2027.1,1368.9,2112.9,1836.8,1656.3,1827.4
P0A6G3,1937.6,2831.1,2123.6,2840.8,2585.6,2498.9,3029,2965.9,3079.8,2069.4
P0A6G3,3108.6,3846.8,3704.1,3415.5,3934.8,3815.4,5075,4163.8,4348.7,4206.1
P52647,3115.7,3089.2,2754.2,3369,3438.8,3146.2,3414.7,3827.4,3133.7,2932.9
P0A9C0,5642.7,5470.2,5560.9,6349.1,6699.2,5284,6838.6,6657.2,6125.2,5712.7
P0A9C0,399.18,408.02,394.6,760.09,520.81,667.03,546.2,536.2,502.38,576
P0AG86,21898,42249,24115,35975,47275,30189,33095,34098,34603,38656
P0AAH4,661.92,663.98,639.9,967.93,965.46,707.75,915.99,937.58,720.85,867.21
P69874,853.25,1017.9,982.76,1234.1,1108.5,1126.7,1107.4,1067,1314.6,1083.8
P0AFM4,6067.3,6342.5,5955.3,6926.9,7386.7,6422.9,7719.5,7084,6637,5736.8
P07003,922.78,1290.4,1511.1,1488.8,1843.3,1093.6,1572.3,1743.4,1101.3,1810.7
P0ACF8,68465,79146,74779,81557,96206,77888,91475,86896,82558,75320
P0AG20,2735,2343.7,2517.6,2847.1,2986.1,2782,2911.6,3120.5,2903.2,2810.3
P0ACQ4,11310,13629,11598,14784,15811,12876,15042,14323,12958,11682
P30870,1701,1881.6,1833.7,1654.9,2072.9,1852,1860.6,1685.6,1790.8,1678.2
P13036,714.52,754.29,653.34,680.46,709.32,593.64,948.32,853.01,728.6,823.36
P0A809,1662.4,1588.1,1533.8,1743.9,1789.3,1590.2,1650.6,1921.9,1993.1,1435.8
P69786,23948,23041,23588,22778,25075,19465,24973,23170,22773,25800
P0AG27,15400,15248,15166,17884,16306,15891,16944,17281,15669,16960
P37671,6435.3,6001.1,6563.9,6873.6,7501.2,7025.9,7357.1,7231.7,6387.4,7143.7
P62517,7830.6,7285.5,6719.9,7837.5,8561.8,6854.7,8217.3,7574.2,7233.8,6932.7
P76403,8948.6,8612.5,8354.8,10308,9582.1,9221.9,9760.9,10188,9375.8,9295.4
P0AB24,12515,17366,13722,15837,19223,13894,15998,16332,15485,13227
P43329,3899.5,3314.7,3666.3,3927.4,4272.9,3829.7,4280.2,3711.9,3374.8,3794.2
P23878,1178.5,1086.3,1306.6,1571.7,1861.9,1209.1,1358.2,1623.1,1554.5,1232.9
P0AE08,4575.8,6864.5,5530.9,6597.4,8196.5,5809.7,6485.5,6607.5,6575.4,5766.3
P08839,14187,19807,14503,17813,20931,16815,18313,18788,18863,17025
P08839,6678.9,8042.7,8363.5,8756.7,8698.6,7963,8749.5,8989.8,7923.8,7681.6
P0AA16,1016.6,1551.4,1267.3,1457.8,1628.2,1350,1413.3,1686.4,1494.6,1711.4
Q46851,4564.6,4774.2,4704.2,5560.9,5264.9,4961.9,5377.3,5745.4,4591.2,5099.9
P75913,2840.5,2563.7,2377.8,2933.8,2967.2,2992.2,3693.4,2861.8,2755.7,2878.7
P07648,1270.7,979.89,1064.1,1295.6,1524,1123,1327.1,1167,1177.6,1125.8
P0A9P0,23311,22321,21094,25217,27452,22644,27210,26968,22057,22276
P0AB26,8252.4,9308.5,8445.2,10403,11201,9553.8,9664.5,10674,9957.9,12465
P68187,6635.7,7201.3,6843,7473.9,8191.2,6309.1,7778,7333.5,7004,7367.8
P22259,14845,14623,13191,15856,18771,14165,17362,15970,15516,15315
P0A6E4,2031.6,2032.1,1426.5,1823.2,2591,1625.2,2085.4,2149.3,1527.6,1700.3
P00562,1283.7,961.82,1162.5,1352.3,1634.4,1152.8,1353.8,1450,1226.4,973.16
P77398,789.1,1201,422.46,602.84,1032.6,431.13,643.49,579.85,439.66,1027
P22186,611.42,636.61,417.82,575.22,893.82,594.31,782.24,729.22,557.17,518.38
P00962,2599.2,2943.6,2355.9,3585.2,2980.6,2795.7,2864.1,2913.5,3195.9,3078.8
P0AA41,3070.6,3339.4,3408.5,3671.7,4147.3,3538.3,3625.2,3605.9,3461.2,3407.3
P18956,2466.4,3334.5,2779.6,3471.8,4117.8,2787.4,3361.9,3351.2,3144.8,2188.2
P16528,5222.7,4673.5,5121.7,5665.1,5661.3,5338.7,5874,6204.7,4944.8,5397.1
P0AEE1,6396.5,5485.3,5018.5,6447.3,6079,5809.5,6417.3,6410.3,5620.8,5727.4
P30011,481.12,458.71,650.75,172.35,819.89,281.77,205.34,537.9,357.89,531.14
P0A6Q3,6913.2,6780.8,6899.8,7668.9,8114.7,7271.5,7565.5,8043.3,6778.2,6968.3
P0AFD6,7357.2,6643.5,6808.9,8002.2,8473.3,8279.7,8140.9,7588.5,6871.2,7416.6
P00962,4498.6,4543.5,3927.6,4915.7,5288.1,4291,4911.3,5023.1,4605.6,4571.3
P0A796,2361.8,3156,2266.8,3243,3422.8,2254.9,3088.7,2863.3,2642.6,2420.5
P69222,2475.6,3169.8,2476,3168.8,4105.5,3080.4,3291.3,3081.6,3248.9,3656.7
P35340,6442.8,7048.9,6508.8,7884.6,8420.9,7493.3,8722.8,8218.9,7000.9,6908.9
P33570,6558.4,6639.2,6548.7,7641.3,8604.5,6401.6,7514.3,7797.2,5927.8,6876.4
P46125,5353.4,5053,5096.8,5571.3,5525.2,5259.1,5217.8,5647,5372.5,5037.4
P0A9H3,3430.9,4674.9,3346.9,4615.4,4875.9,4065.8,4028.1,4320.6,4334.2,5656.4
P32176,1510.5,1403.4,1442.5,1606.3,1428.6,1391.5,1539.4,1390.8,1538.7,1169.5
P77212,1144,1272.4,1073.9,1446.4,1400.7,1388.3,1673.3,1519.6,1532.9,1304.8
P11875,1772.3,2034.8,1693.8,2436.8,2394.7,1786.2,2632.2,2504.4,1900.1,1798.1
P0A6Z3,1603,1641.3,1773.5,1943.9,2116.5,1877.1,2437.9,2022.2,2039,1609.3
P68739,1561,1544,1596.5,1939.8,1697.2,1377.6,1730.7,1800.6,1903.3,1441.5
P25889,853.33,1281.8,944.31,1040.9,1367.3,1066.2,1496.4,1016,995.97,958.86
P06993,3195.7,2141.2,2814.8,2859.3,3278.4,2697.2,3136.5,2994.9,2985.5,3700.7
