Accession,TotInt_126C_Ecoli_12prot_MS3,TotInt_127N_Ecoli_12prot_MS3,TotInt_127C_Ecoli_12prot_MS3,TotInt_128N_Ecoli_12prot_MS3,TotInt_128C_Ecoli_12prot_MS3,TotInt_129N_Ecoli_12prot_MS3,TotInt_129C_Ecoli_12prot_MS3,TotInt_130N_Ecoli_12prot_MS3,TotInt_130C_Ecoli_12prot_MS3,TotInt_131N_Ecoli_12prot_MS3
P0A7R5,155250,156460,164180,170020,193560,152090,183490,182250,162930,166930
P0A7R9,189480,182990,192450,204920,222200,201640,212050,212830,197960,227060
P0A7S3,41811,39264,43160,42341,45868,42644,47325,43046,44265,43409
P0A7S9,286510,250700,292740,293280,307340,283520,317320,305230,283890,285900
P0A7T3,71938,66873,72378,75610,80594,53399,79175,76726,75909,80021
P0A7T7,45229,42845,46895,51920,49148,50465,50749,51594,47717,53317
P0A7U3,99252,92122,100520,101490,110360,89222,107620,104070,97946,95340
P0A7U7,81115,74700,84250,87748,90245,86332,92145,88967,84848,90130
P0A7V0,443730,424950,428970,477240,470430,436740,506310,486950,445350,491720
P0A7V3,265660,249580,239380,272020,282160,273400,297180,291560,267030,284530
P0A7V8,201350,195850,206250,224560,221800,221530,239870,229880,220670,231840
P0A7W1,149790,144930,156750,164210,178020,155410,175370,166170,160440,169060
P0A7W7,275300,293350,276010,316640,339180,283620,347060,323800,300880,290440
P0A7X3,130070,115870,127680,130880,141030,133960,141540,140970,133140,132290
P0A7X6,9152.3,12617,9636.5,10792,14913,10465,13013,11942,11494,10160
P0A7Y0,67634,75483,66291,79288,88262,71955,79583,80793,73216,83498
P0A7Y4,11824,12025,11790,12888,13807,12466,13940,13774,12688,13972
P0A7Y8,24855,24612,26232,28123,28715,27122,28380,27865,25929,29315
P0A7Z0,79780,130860,86825,102290,140180,93532,111370,118440,111310,87745
P0A7Z4,87332,119170,92675,104390,136460,93786,119400,115480,110560,95429
P0A800,15304,22440,14827,18167,24291,17500,19488,20720,18350,15918
P0A805,129330,187650,132220,153230,184220,145240,162950,164510,154190,147760
P0A809,3729.5,4676.8,3838.8,4774,4982.8,3687.2,4577.7,4749.9,4594.7,3276
P0A812,12848,12822,11513,13855,16055,12388,16742,15610,12910,14350
P0A817,60383,79085,59122,71919,93892,57512,75709,76751,70086,61396
P0A821,64495,63095,62539,73882,76414,62517,78115,75125,66415,68351
P0A823,1732.2,1884.5,1738.8,2032.2,2304.6,1746.6,2293.7,1773.7,3002.7,1709.1
P0A825,480070,481300,446830,527940,566880,441810,536760,545310,458250,461100
P0A830,8159.2,7783.5,7691.9,8902,9223.4,8829.5,9916.6,9229.3,8875.9,8497.9
P0A832,19256,18799,18503,20658,23619,21277,23334,23167,20430,20505
P0A836,749440,849720,687950,855290,970630,707050,886220,899460,767280,743430
P0A840,3761.2,4397.1,3401.2,3478.5,4680.2,3594.5,4077,4077.1,3916.2,3638.3
P0A847,41578,41492,39681,48637,51334,39738,51362,49968,43989,43811
P0A850,431890,497120,457680,494620,576220,483130,542790,532000,502320,491900
P0A853,1022000,1018500,972990,1144300,1265400,1002200,1197400,1164900,1029300,1119500
P0A855,97002,103580,115950,106740,117890,91638,120220,116760,105640,98794
P0A858,225560,260040,221200,256360,306760,224730,250760,277570,234960,220230
P0A862,54333,78518,59571,69733,91902,62359,75369,75324,73129,63548
P0A867,136300,158260,130310,154590,186460,117310,164220,160250,147090,133060
P0A870,291320,375990,282590,334580,445100,292670,385130,368550,340860,288070
P0A873,4099.9,4909.4,4826.2,4943.1,5417.5,4629.6,4989.5,5048.5,5222.3,4980.3
P0A877,92249,124540,88343,111950,143930,94916,128870,124630,113090,93783
P0A879,109270,109170,101660,124120,135030,106140,130710,128150,114450,112420
P0A881,8298.8,11220,8430.2,9419.4,10526,9313.3,9348.1,10644,10082,10050
P0A884,23970,26649,22482,26511,31914,23660,28191,28874,25760,22881
P0A887,59418,60599,59623,65276,74743,58603,70378,71962,64873,69147
P0A894,77718,78569,78159,85352,92562,74240,89213,87127,76269,79916
P0A898,5791,7937.1,7274.5,7288.2,9491.7,5612.8,8187.6,7973.5,8285,7308.7
P0A8A0,144630,137280,149950,150160,157250,152560,162920,157010,148430,156010
P0A8A2,39151,39825,42654,42025,47068,42176,48301,46649,43387,46473
P0A8A4,33991,36551,33680,37199,42977,29880,40221,37827,34843,32024
P0A8A8,3130.9,5622.4,3681.2,4299.2,5864.9,3873.4,4098,4665.4,4239,3663.2
P0A8B2,13112,14284,14416,17219,16034,15250,15139,14945,14114,17197
P0A8B5,89570,119770,91583,106400,125990,98860,113150,113580,106530,96962
P0A8C1,1827.7,2205.4,1916.2,2270.8,2477.4,2135.4,2227.2,2360.1,2022.5,2103.4
P0A8C4,5687.1,7251.5,6056.5,7394.2,8161.7,6684.6,6796.3,6976.2,7396,6383.5
P0A8D0,60304,64239,62181,67659,76828,58017,73158,71517,66305,60506
P0A8D6,6550.8,7712.8,7180.3,7622.6,9764.2,6858.7,8871.5,8989.4,7839.1,7346.9
P0A8E1,59739,70145,59612,71696,87378,59471,73496,72053,64425,61034
P0A8E7,68604,83081,70643,78712,90704,77288,85654,86484,80861,73209
P0A8F0,50001,63421,49619,59803,72391,51619,62410,65911,56365,51361
P0A8F4,9453.3,9184.1,15410,33366,15730,15186,25789,11036,28657,27953
P0A8F8,58177,54258,56945,63898,66405,55212,66835,65175,58020,61093
P0A8G0,53750,51481,53313,56458,59722,55256,60273,58890,54416,59727
P0A8G3,85875,91613,81983,95096,107800,69700,100970,101460,91205,83867
P0A8G6,115090,167520,109860,130440,161170,109840,142960,130820,129600,123850
P0A8G9,30169,37285,29718,34768,43620,31856,38075,36874,35137,32388
P0A8H6,67154,63167,68197,72595,74312,71983,75073,73207,70280,70864
P0A8H8,2607.6,3267.8,2382.6,2636.7,3113.6,2403.4,2802.7,2789.5,2999.3,2446.2
P0A8I1,2669.6,3266.9,2593.1,3260,3551,2634.5,3064,3578.9,2879.1,3277.9
P0A8I3,35469,34378,32989,38276,41205,36071,42157,41301,37698,39111
P0A8I5,65017,60998,61120,78489,71166,65002,66516,68420,60477,72428
P0A8I8,9008.1,9154.6,9337.7,9907.8,11991,9047,11358,10565,9982.5,8455.5
P0A8J2,503.12,905.74,433.43,684.38,745.24,708.01,898.72,786.14,610.13,612.4
P0A8J4,24160,28165,25402,27350,39090,23995,30913,31270,27613,26555
P0A8J8,146300,138830,150390,154830,166980,146020,172450,163960,152620,157740
P0A8K1,24626,23525,21841,26445,26447,23720,27706,26030,24738,26272
P0A8K5,2324.2,2722.8,2282.3,3255.1,3114.1,2488.3,3135.3,2684.1,2885.7,2548.1
P0A8L1,165240,156830,160740,179230,190300,162980,190950,186070,171660,176940
P0A8L7,8452.9,12342,8554.1,12084,13771,8067.6,10491,11953,11202,14946
P0A8M0,272650,269210,262300,293320,326750,250070,313340,311160,267180,265810
P0A8M3,565620,558180,544540,612680,652600,502350,641290,625390,565690,628970
P0A8M6,91633,85619,89843,96984,105230,92240,107160,99019,93685,95333
P0A8N0,24285,23792,24650,25682,27386,26340,27541,27339,25601,27010
P0A8N3,202710,203090,197940,220140,244780,195200,240730,239480,203040,204850
P0A8N5,423040,408430,408990,464250,498000,400250,494800,481410,412920,429720
P0A8P3,66152,77807,63468,73606,88140,56568,77733,74982,69688,66796
P0A8P6,5346.3,5808.5,5473.4,5744,6646.5,5312.3,6741.1,6567.9,5798.3,6125.1
P0A8Q0,3973.1,3917.4,3214,4124.4,4349.4,4049.4,4310.6,4449.2,4501.1,4596.6
P0A8R0,28745,39331,31413,33943,39846,32062,37312,35978,34664,31547
P0A8R4,4952.1,6584.5,5272.2,6078.6,7217,5349.8,6156.4,5868.2,5427.3,5038.5
P0A8R7,8049.3,7598.1,8034.3,9232.9,9227.2,8891.3,10264,9127.2,8365.6,7888
P0A8R9,3079.2,3282.3,2778.7,3655.2,3612.3,3516,3386.7,3508.8,2989.8,3012.8
P0A8S1,19445,20824,19790,23226,25169,21261,26361,24583,21576,22268
P0A8T1,21074,35980,23671,32720,38726,28850,30633,31840,30826,33015
P0A8T7,957470,922860,942590,1015900,1063000,955080,1066800,1047400,976410,1047500
P0A8U2,6547.4,5899.9,6483.9,7609.2,8061.8,6902,6519.8,7808.6,6381.1,6859.4
P0A8U6,40372,56422,41951,48214,62251,45748,49835,53265,48671,43083
P0A8V0,6993.6,8033,6589.8,8504.5,8942,6719,8192.3,8365.9,7413.7,7621.8
P0A8V2,968500,910230,931130,1033600,1094800,865580,1101800,1061200,941680,1010100
P0A8W0,10781,10355,12423,10257,14652,9667.5,11819,12401,11057,11410
P0A8W2,45489,49058,45764,52848,59936,37657,55881,54754,49774,48517
P0A8W5,10776,14226,10251,12671,16535,11460,12846,13785,13059,13260
P0A8W8,80103,103250,82758,93046,105820,82181,97383,100180,92966,84415
P0A8X0,123330,127540,135280,139130,146440,135470,148710,147240,142880,144740
P0A8X2,12603,19007,14136,16169,21976,14997,17331,16931,16461,13940
P0A8Y3,8625.8,12393,9633.8,11169,13935,11544,12031,12318,12152,10814
P0A8Y5,21695,31108,20250,27730,36794,22539,28307,29728,27650,23963
P0A8Z0,7413.8,8306.7,7341.2,7561.5,8916.5,7331.9,8567.3,7956,7641.5,7277.1
P0A8Z3,15380,20281,14415,19550,22282,16854,17268,19115,17823,20095
P0A901,16145,16420,16368,17997,18965,16904,18469,19505,17403,17039
P0A903,32385,30593,31395,33439,34539,31709,39182,36492,33685,34049
P0A905,36003,38140,35374,40846,44534,39726,42964,45081,39380,44520
P0A908,601.49,998.82,527.24,858.96,963.21,633.54,1000.2,927.2,1007.3,654.01
P0A910,301070,313250,291710,325130,364140,307290,356430,341510,321100,305910
P0A912,32417,28264,31652,31830,33527,31525,39347,39274,33933,34900
P0A915,9953.1,12942,9648.3,10920,14501,9814.6,13811,12598,12405,10299
P0A917,14021,18771,14079,16344,19973,15115,18993,17192,15664,13488
P0A924,1273.3,1051,851.05,1355.1,1311.2,1709.2,1278.8,1415.9,1156.6,1537.3
P0A927,8427,10343,7675.8,9689.5,12947,8154.6,10538,10669,9518.5,8162.4
P0A935,2278.2,2342.4,2373.8,2542.6,3128.6,2182,2306.6,2334.1,2742,2371.2
P0A937,3431.8,3095.3,2952.7,3635.6,3651.2,3423.9,4225.6,3953.6,3590.4,3582
P0A940,59820,73631,56914,71192,85091,58786,80224,77035,69540,62088
P0A944,796.7,985.54,1014.7,963.95,954.91,794.1,906.78,1119.6,937.36,1244
P0A948,12750,5328.6,7391.9,6088.1,6329.9,6195.7,5709.1,9153.3,4997.4,5000.8
P0A951,988.98,1798.5,1216.1,1737.1,2325.1,373.42,1670.2,1187.8,1118.8,1590.5
P0A953,217770,217840,197260,227010,256390,192740,246180,247640,204860,195690
P0A955,89227,112170,85654,101440,125430,79096,111110,110610,97531,87582
P0A959,64103,64741,65776,75477,76199,63488,76367,75052,65441,71235
P0A962,6813.8,6607.1,6193.1,6723,8367.9,6330.6,7303,7820.2,6532.2,6055.1
P0A972,56273,73326,57211,63934,81251,60395,66616,70004,64285,56949
P0A988,110160,115640,109590,123110,146610,103060,131750,132210,113370,110410
P0A991,147760,158550,140710,168300,180050,148920,169380,171730,156800,168810
P0A993,97063,96959,97639,105610,124520,87881,116740,115670,98041,98053
P0A996,41510,40160,39694,44300,46799,39962,46344,46363,41971,43916
P0A998,17668,21312,17157,20405,25391,18005,23461,22890,20034,16872
P0A9A6,92107,129300,97632,120410,157110,104200,122670,123700,117860,106090
P0A9A9,20007,29526,20400,23313,29353,24889,25161,24871,23153,21391
P0A9B2,1635600,1506500,1562300,1782900,1874200,1439400,1873100,1816100,1547400,1557900
P0A9B6,46097,46559,45650,53052,58474,42973,54709,53028,46376,50790
P0A9C0,213720,214940,204490,235480,255580,208010,244690,240240,218840,246820
P0A9C3,20685,30324,22299,24177,35660,22777,30333,27941,27365,22051
P0A9C5,282310,264960,279300,305590,327680,251370,309320,313740,272550,296760
P0A9C9,81200,93967,77339,95697,107940,79323,98172,98623,86698,86080
P0A9D2,58399,72974,59909,70802,87502,58605,78331,77363,69510,65412
P0A9D4,28890,25381,26307,28858,30432,27131,32098,29393,26576,25558
P0A9D8,106540,123560,96981,121900,142170,99012,133340,127520,114950,101830
P0A9E0,1668,1757.4,1583.4,1732.5,1527,1621.2,1978.1,1829.6,1608.9,1674.7
P0A9E5,15499,18609,15088,19254,19560,16727,15889,18442,16093,23812
P0A9F1,3586.2,3920.4,3879.9,4043.3,4719.4,4146.8,4171.4,4363.1,4032.4,3872
P0A9F3,53069,55823,53247,60131,67044,55370,64422,62464,56502,59939
P0A9G6,551810,646940,529750,634920,773670,472740,695610,686690,597990,531750
P0A9G8,8685.5,9451.3,8035.4,9700.1,10997,8299.8,10297,9860.8,9033.4,8829.5
P0A9H1,38992,41191,40304,46167,50493,40442,47293,45830,41849,39740
P0A9H3,14099,14445,13070,16989,17592,14492,16517,15561,15568,18304
P0A9H5,26915,28348,26183,31015,33532,27480,33310,32400,27879,28615
P0A9H7,57250,60694,55548,62827,72319,55588,69379,66290,59466,58453
P0A9I3,974.07,1071.7,1152.1,1204.1,1332.1,905.71,1049.5,1251.1,967.36,1035.1
P0A9J0,65577,64927,63573,71718,77873,51646,74958,74867,63802,67565
P0A9J4,5659.1,6865.7,5877,6369.4,8651.7,6311.5,6768.7,6675.8,6304.4,6357.5
P0A9J6,13171,19009,13997,15434,20502,14725,16828,16819,15940,14223
P0A9J8,67252,64456,66494,71673,77302,62781,76322,74635,63443,66832
P0A9K1,8715.3,8143.1,7908.7,9858.9,9863.1,9103.5,10159,10183,8767.3,9357.6
P0A9K3,85510,88407,77284,99563,109650,87602,105130,103450,88946,91636
P0A9K7,40076,52083,36959,47379,59699,41966,51564,49693,47192,44669
P0A9K9,8478.4,14551,9810.9,12355,15739,11878,12970,12080,12639,14693
P0A9L3,73151,100260,75530,84257,107710,78477,90875,88436,85579,80398
P0A9L5,62569,63918,62990,71065,85427,56354,78946,77261,70391,68425
P0A9L8,110880,133630,108240,133000,157670,111150,137360,139850,125530,121890
P0A9M0,666510,632870,656170,713500,767940,671420,758390,736010,682860,730280
P0A9M2,55727,77616,54332,71044,90390,59608,73184,75293,67088,59885
P0A9M8,320020,313140,304730,346100,381260,300250,375370,363110,315190,330670
P0A9N4,87084,105360,84685,100470,118340,83210,99728,103340,92038,90231
P0A9P0,548900,536510,515890,610220,657320,532010,645610,631820,544240,567920
P0A9P4,48280,57028,48230,54737,68878,47686,58763,58183,52426,45714
P0A9P6,28963,26034,26252,29941,32764,27949,33302,30534,27675,23990
P0A9Q1,99608,116500,101990,114100,132620,106540,114210,120990,111030,116540
P0A9Q5,184020,173350,179200,194410,204370,178700,210970,202670,177920,173920
P0A9Q7,629160,595690,630830,661430,708260,610870,714340,698550,632950,696960
P0A9Q9,54515,69567,54591,65186,75128,57439,69096,67813,63117,68215
P0A9R4,20608,27826,19382,23214,28954,20688,25486,27246,24112,21339
P0A9R7,10170,9111.8,10230,10041,11826,10164,9550,11117,8229.7,9780
P0A9S1,6305.7,8454.5,5889.7,7280.7,9428.7,7204,8493.8,8963.9,8070.6,5993.6
P0A9S3,125780,136540,119430,141940,155030,122190,149460,147690,129900,127080
P0A9S5,41372,62565,42771,56978,75708,48191,63888,57257,56983,49576
P0A9T0,117180,109960,116090,123230,141980,104820,131590,132300,114240,116230
P0A9T4,46362,45523,46627,51691,57779,44976,56535,53537,49159,49951
P0A9U1,440.44,408.79,310.83,552.27,511.05,403.99,480.77,373.57,296.08,493.94
P0A9U3,38773,39183,36927,42173,45250,38397,45419,44406,40760,38833
P0A9U6,2411,2830.1,2177.6,3560.9,3374.3,2509.3,3627.6,3071.8,2715.9,2536.3
P0A9V1,34861,40123,33821,41259,51309,35102,43893,44886,39962,38883
P0A9W0,15362,16644,14360,17724,19930,16510,18271,17945,17130,17931
P0A9W3,406850,385970,387380,431250,437660,378710,449010,434490,390990,409470
P0A9W6,23170,26783,25575,22391,30281,24308,25840,27492,25360,24002
P0A9W9,14807,19487,15065,16375,21784,15143,18207,17943,17803,14949
P0A9X4,137200,142320,131750,155170,167470,133450,158750,162810,142290,149280
P0A9X9,8182,9902.4,9161.7,9495.5,10770,11323,10513,10176,9607,8997.2
P0A9Y6,35288,44184,37147,43867,52930,40719,45669,48352,44946,39731
P0A9Z1,15972,22918,15016,20487,26308,17565,21104,22256,20051,18271
P0AA04,80535,95933,75779,91509,107120,88535,95883,94134,87348,84070
P0AA10,221130,210260,224700,232950,240990,225900,244160,236500,221610,233010
P0AA16,97076,98764,94754,105850,121830,96573,113450,117820,103430,101190
P0AA25,61130,93344,63134,75166,92745,62567,75050,74458,71326,71346
P0AA37,567.11,756.02,635.43,942.96,1085.2,766.89,1073.5,893.62,833.62,689.12
P0AA39,121020,113970,120940,130520,133860,118850,140680,133380,125310,135200
P0AA41,15031,13836,16029,14983,17471,14346,15976,16376,15050,15828
P0AA43,14227,18744,15724,19002,19367,17170,14671,15376,14239,16197
P0AA53,2736.5,2594.3,2819.4,3419.8,3586.2,3073.3,3343.3,2843.2,3257.8,2947.7
P0AA89,15394,13543,13083,16213,16268,15017,18425,16607,15001,16300
P0AA91,9446.5,8343.4,8191.7,8954.4,10051,9960.9,10045,10193,9526.3,10014
P0AA97,424.93,732.66,545.06,712.48,1014.2,461.59,689.6,750.51,604.76,498.85
P0AAA1,3272.2,3229.7,3322.1,3254.9,3247.9,3049,3604.5,3181.8,3117.5,3530.5
P0AAB4,81232,81433,75272,93542,95863,82750,97996,96892,86332,94371
P0AAB6,83949,94807,79096,97162,109330,85193,103380,102060,92119,99660
P0AAB8,30705,34958,30113,37525,46244,31344,40088,40986,35718,33959
P0AAC0,169210,189180,160260,183530,214700,128240,194570,197320,173800,156760
P0AAC8,6818.3,9369.4,7667.5,8482,10063,8399.7,8519.9,8849.8,8831.8,7609.9
P0AAD2,2774.6,2189.3,2426.8,2689.6,3157.9,2580.6,3233.5,3057.6,3106.2,2954.3
P0AAD6,23989,21628,23576,25205,26948,22852,26005,26521,24562,24046
P0AAF6,10543,10019,10256,10831,12509,9336.7,12163,12310,10926,10554
P0AAG0,135970,135220,135200,144820,165680,123930,152380,156110,134870,149290
P0AAG3,19889,18817,20534,22642,22479,19916,23257,23425,20700,21171
P0AAH0,39176,40607,37511,44503,47399,40178,45749,45971,41056,41866
P0AAH4,4990.6,4587.4,4710.1,5340.4,5751.7,4696.4,5895,5371.8,4702.2,5588.4
P0AAI3,173990,171920,166620,192440,211650,169020,202990,198550,178870,196450
P0AAI5,62504,68552,59888,69300,79045,54372,71052,71799,62151,64235
P0AAI9,74000,103050,70737,89093,115510,72794,100290,97317,88248,75912
P0AAJ5,9392,11589,9343.3,11602,12199,9848,11847,10588,10114,9636.3
P0AAN5,1642.1,2539.4,1677.4,2068,2465.3,2019.1,2440.3,2201.7,2162.7,1578.6
P0AAN9,14166,18484,13288,17802,23795,15787,19312,18620,17740,13866
P0AAP3,39584,45910,35144,45598,51770,43277,46894,49261,41438,44719
P0AAQ2,9082.8,11272,9303,10352,12057,15201,11671,11486,10753,9018.5
P0AAR3,10837,12218,10808,14233,13820,13309,15355,13965,12758,11436
P0AAT6,5539.8,8208.8,6780.1,7673.9,9595.4,6678.2,8021.6,6839.2,6861.4,6389.5
P0AAT9,12375,20862,12884,17143,23675,15191,19063,19282,18052,14653
P0AAV4,3595.7,4550.5,3232.3,4428.6,5616.3,3416.4,4157.4,4481.4,4008.1,4347
P0AAV6,5726.9,7825.8,5484.5,6458.3,8084.4,6186.5,6671.3,6470,6954.2,4964.2
P0AAW1,6455.3,8707.2,6542.8,7877.5,9297.1,7499.8,8766.2,12856,7496.1,7809.2
P0AAX8,144250,151670,139290,155970,163890,144580,163540,162320,145610,144790
P0AAZ4,62277,64378,60615,74096,72095,64401,72905,71800,66645,67698
P0AAZ7,12978,14809,12772,14688,16509,14033,14956,14745,13684,12481
P0AB03,45315,45663,44280,51080,54746,45901,52343,55290,46333,49472
P0AB10,1196.2,1203.9,1225.4,1499.6,1759.1,1113.4,1466.9,1465.4,1211.3,1666.2
P0AB12,1757.3,1354.3,1384.7,1755.1,1765.5,1805.4,1859,2145.7,2126.3,1922.2
P0AB14,5710.1,8717.8,5174.7,7001.2,9920,6501,6553.6,7415,7513.4,6085.5
P0AB18,28655,26269,30243,30539,31453,30754,34998,33547,31758,29958
P0AB24,42573,57755,49178,52273,64868,47757,57300,54518,53012,44205
P0AB26,11344,12247,11659,13502,14274,12532,12947,13996,12939,15259
P0AB28,9762.8,13220,10707,11999,14538,11042,12844,11843,12055,11109
P0AB38,5493.4,4959.5,4658.2,5419.6,6019.5,5145.6,5922.3,5663.2,5345.3,5272.3
P0AB43,12889,18312,13112,17399,20223,14956,17302,17094,17384,14499
P0AB46,3488.4,4210,2806.1,3643,5097.7,3351.8,4107.9,4262.9,3299.5,2761.9
P0AB52,4225.4,6687.9,4590,5780.2,8163.8,4724.9,6597.2,6167.6,6196.5,4534.3
P0AB55,19924,23580,18619,22277,25760,19608,24224,23843,21626,19314
P0AB58,3001.9,3180.6,3096.7,3696.2,3754.2,3515.2,3873.9,3710,3366,3569.3
P0AB61,9083.4,11617,9291.2,11296,13541,9104,12573,12089,10535,9142.1
P0AB65,3689.7,4073.4,3559.8,4051.5,4550.1,3494.1,4775.6,4609.8,4474.2,3625.3
P0AB67,14149,13632,11472,14502,14837,14156,14460,16040,14677,17176
P0AB71,122980,161290,113370,144210,183470,113450,150880,149100,136290,124260
P0AB77,166640,173310,160440,183840,215970,140450,194200,196600,169400,173840
P0AB80,15400,16782,22139,17662,18791,15359,17304,19720,16237,15902
P0AB83,3819.6,3893,4479.6,4767.5,4887.9,4502.1,4770.1,5018.3,4526.5,4120.4
P0AB89,232160,227500,222540,254060,279040,222030,268580,263360,228610,240160
P0AB91,104880,107700,100680,117180,133500,95530,118340,124260,103680,103160
P0AB98,28994,25788,26132,29983,31667,27178,34443,31064,30256,30111
P0ABA0,115770,108020,119260,127490,127540,115560,145040,125970,120820,122490
P0ABA4,43503,54695,48615,51852,62525,50838,58238,55229,53828,48189
P0ABA6,183430,181770,173830,201650,214470,183600,209380,208490,187830,210520
P0ABB0,494220,480820,466740,539090,582300,457030,575400,555630,487740,493580
P0ABB4,194190,276270,192470,247410,332270,202930,270780,263710,249070,209460
P0ABB8,59896,55659,54937,64601,66239,61915,66858,67215,59776,62532
P0ABC3,90462,82969,84506,92352,96278,87930,102740,95455,87837,89940
P0ABC7,77892,76328,73605,85266,90681,79177,86548,87978,79354,88611
P0ABD3,58313,74875,64020,66929,81312,64291,69757,74454,73426,68677
P0ABD5,121500,124660,111680,135480,146850,117860,141550,138550,124890,133120
P0ABD8,19591,29843,19741,25708,33539,22900,26381,25474,24704,22422
P0ABE2,4296.2,4699.4,4384.5,5189.4,5292.3,3877.4,4942,5224.7,4594.2,4365.8
P0ABF1,18659,18268,19246,20858,20873,19149,22820,21205,20106,20966
P0ABF4,2510.6,2768.6,2111,2978.2,2889.9,3323.1,2564.1,3174.6,3035.3,2583.4
P0ABF6,38131,49968,38100,45528,61484,37579,50974,49642,46617,38380
P0ABF8,3330.7,2820.4,3032.3,3659.1,3541.1,3039.8,3905.2,4086.6,3763,3836.8
P0ABH0,23705,22909,20742,24760,28086,15623,26590,25660,23828,23009
P0ABH7,661020,649070,656320,730000,800330,643010,779660,763690,679780,736190
P0ABH9,153020,147460,155980,164940,179870,150340,176520,170540,156920,167130
P0ABI4,5233.7,5873.8,5375.1,6275.8,6706.6,5531,6535.5,6816,5764.9,6692.8
P0ABI8,63796,57370,60259,64273,64950,60102,66889,66114,59751,60182
P0ABJ1,41490,38869,39049,40150,44761,38186,43094,43947,40834,46422
P0ABJ9,63799,54420,59391,61538,67138,61286,68121,68453,61121,61213
P0ABK2,12637,11110,11791,11561,13269,10161,13242,13506,11386,12163
P0ABK5,312210,306900,303470,345850,377850,304200,358270,357000,320760,335770
P0ABK9,7074.1,6184.3,7639.2,7296.8,7749.6,7200.3,7574.7,7104.1,6444.1,7676
P0ABN5,4113.4,4267.6,4513.2,4962.4,4837.5,4969.6,5253.9,4795.9,4664.5,4814.5
P0ABP8,218410,220420,209090,242710,268290,202120,252080,250570,217830,219210
P0ABQ0,57216,51990,55671,61106,66472,53566,66889,63421,56947,58326
P0ABQ2,44108,50256,42689,52367,57177,43931,54885,53941,49161,44236
P0ABQ4,5515.8,6784.4,5570.9,6364.4,8050,6193,7249.5,7104,7101.4,6069.9
P0ABS1,14460,22244,15374,18978,24015,17576,18848,19185,18779,14370
P0ABS5,26569,25251,26244,28337,29729,24260,29694,29472,27182,27970
P0ABS8,3789.8,4639.8,3717.9,4226.7,4957.5,4375.4,4939.6,4115.5,4109.2,3555.2
P0ABT2,304910,388420,321140,351170,427340,297290,368230,380310,350280,337350
P0ABU0,102300,120610,96057,119540,132970,100900,122410,123980,111010,116880
P0ABU2,88965,118400,86640,109520,135980,94069,120640,119090,104780,90240
P0ABU5,20725,30594,22034,26028,35771,23321,28582,28745,27069,21894
P0ABU7,1438.3,1365.6,1653,1471.8,1355.4,1640.9,2274.4,1959.2,1888.9,1372.4
P0ABU9,21668,17521,20466,44169,24085,21051,22118,21424,21664,28444
P0ABV2,8132.8,11529,8523.7,10757,12252,9237.3,11555,11336,10588,9612.1
P0ABV6,5958.9,4651.2,5239,6295.4,6525.8,6324.1,7276.3,6739,6392.5,6233.4
P0ABX8,2039.1,2082.3,2128.2,2358.3,2751.9,2443.4,2594.2,2880.9,2491.5,2395.4
P0ABZ1,865.83,1713.4,1116.6,1483,1683.6,1396.1,1660.5,1677.3,1383.5,1420.7
P0ABZ4,8872.4,13279,9570.7,11452,13733,9305.6,12561,11653,11952,9785.7
P0ABZ6,173130,192040,177040,190160,222510,180310,207440,215250,197240,196430
P0AC02,23958,22251,21917,25102,26555,22735,28009,25869,23793,22973
P0AC13,36641,40621,31169,43156,43696,39005,44753,41099,38565,35843
P0AC16,98.954,219.07,83.565,303.3,502.07,190.78,343.84,205.64,166.97,195.12
P0AC19,29402,35989,29995,34299,41154,34442,37801,37893,35148,33085
P0AC23,2813.7,2423.7,2910,3025,2636.7,2904,2824.4,3444.4,2969,2842.3
P0AC28,2630.9,2861.3,2933.3,3583.2,3418.2,3198.7,3442.3,3364.8,3527.2,3300.3
P0AC30,10147,9035.4,9002.2,10647,11047,9903.6,12351,11483,11372,10877
P0AC33,487410,468730,447820,521760,561220,380450,566840,548340,458820,474130
P0AC38,278930,339530,255690,316990,391010,253720,352720,343710,309750,283340
P0AC41,363510,351140,329960,390050,429630,312270,405270,400510,338360,323070
P0AC44,20957,19144,18215,19995,22290,18267,22217,20979,20441,22791
P0AC47,12175,15880,11424,14500,17986,12350,15752,15300,13983,12296
P0AC51,5572.4,6879,5528.5,5983.9,7563.6,5731.5,6435.4,6608.8,5742.4,5079.7
P0AC53,307710,302930,296680,331700,355750,305330,357060,348780,310430,329510
P0AC55,9984.8,11766,9275.5,11729,13351,10335,13046,12161,11161,11276
P0AC59,94053,86549,95330,102650,113960,89592,116090,109310,93182,86347
P0AC62,36184,47915,36923,39214,48633,36627,42296,43552,41167,35273
P0AC69,18844,25196,19170,22551,28901,21474,25572,24538,22987,20187
P0AC75,14506,12810,16804,15224,16379,20373,16739,17903,14516,15677
P0AC78,3594.6,3404.2,3476.4,3881.3,4231.5,3501.8,4106.8,3858.9,3728.2,3697.9
P0AC81,41254,51034,43352,48271,57704,45275,51579,51234,49254,45690
P0AC84,6601.9,8329.5,5998.8,7574.6,10116,6362.6,8280.8,8180.3,7433.7,6915.3
P0AC86,127150,124310,122410,136850,140580,123940,148230,140370,125020,137590
P0AC92,3435.7,3630.6,3215.5,3560.2,3877.7,3447.3,2979.9,3714.9,3432.3,3390.6
