Accession,TotInt_126C_Ecoli_12prot_MS2,TotInt_127N_Ecoli_12prot_MS2,TotInt_127C_Ecoli_12prot_MS2,TotInt_128N_Ecoli_12prot_MS2,TotInt_128C_Ecoli_12prot_MS2,TotInt_129N_Ecoli_12prot_MS2,TotInt_129C_Ecoli_12prot_MS2,TotInt_130N_Ecoli_12prot_MS2,TotInt_130C_Ecoli_12prot_MS2,TotInt_131N_Ecoli_12prot_MS2
P0A7S3,86861,83498,89510,89858,94438,90115,99057,96931,88671,91436
P0A7S9,288080,264050,295890,317790,334380,306600,327200,319390,303180,318560
P0A7T3,58292,56646,62777,66125,66287,61203,68649,65098,67139,70247
P0A7T7,43704,41174,46211,45990,48146,46578,49033,47829,46446,46765
P0A7U3,89039,99151,90376,103720,105950,94873,103550,99455,90238,104630
P0A7U7,66602,66574,69650,74053,75644,71734,76269,72946,69842,76848
P0A7V0,331240,314950,333190,359450,336560,330700,396280,371800,344830,356280
P0A7V3,577750,576800,533010,612340,613840,556610,654870,648510,585230,679450
P0A7V8,241050,234980,244640,265350,266280,257260,269490,269410,253900,270400
P0A7W1,232750,218830,237580,248330,251230,235230,259610,250100,234870,234650
P0A7W7,241710,252400,245720,271880,289120,242290,296620,277100,260700,234880
P0A7X3,171890,159530,179320,184240,192290,182750,196480,187390,180130,186080
P0A7X6,17878,23390,20045,22954,29433,23036,24885,24535,23146,20631
P0A7Y0,83884,86705,82207,95689,104660,87768,97287,95436,87032,90080
P0A7Y4,16991,17535,17805,18308,18978,18542,20402,19691,17538,18540
P0A7Y8,20725,20948,23258,24255,24207,22819,23385,25884,23003,25327
P0A7Z0,137620,206990,150670,177600,228630,165050,190360,199430,186260,149600
P0A7Z4,226430,300440,242930,276560,337380,253150,303950,298270,278950,244100
P0A800,25749,36601,24694,30947,39350,29415,31759,32932,30778,27093
P0A805,133240,194980,145860,164340,187500,156550,175500,172680,161320,154470
P0A809,14729,18483,14660,18342,20306,15662,19300,19693,16983,15677
P0A812,14987,15710,12782,16682,18847,14732,17214,17128,15295,16227
P0A817,109400,134160,106040,125000,155940,105450,134420,136180,122010,106890
P0A821,62613,59092,58800,70978,72456,60279,72543,70642,64846,62595
P0A823,4785.5,5148.2,4143.9,6162.4,6215.4,4887.3,5649.3,6058.3,5899.5,5408.7
P0A825,654900,657570,625870,744910,766350,610400,679720,762950,633170,655960
P0A830,24733,22486,23035,25596,26089,27130,26738,26080,24287,25121
P0A832,18811,18665,16335,20373,20471,18874,20739,21283,18272,19948
P0A836,608010,679390,561300,705590,786680,583650,735200,718620,641340,622280
P0A847,44856,46495,44095,53329,56231,45627,53764,52503,48117,48280
P0A850,516200,581610,547450,597490,676340,577350,639280,639270,597290,572870
P0A853,869180,853030,840870,1000500,1033500,889520,1026000,985060,891050,946250
P0A855,104670,112470,104660,120240,124290,102110,125880,124430,111500,108490
P0A858,167570,195200,170190,196200,218690,168190,192820,204690,179480,169360
P0A862,138960,201240,150670,185210,205750,163220,198890,195380,186170,165740
P0A867,151360,174350,146770,178870,202350,144670,184740,179750,164390,147530
P0A870,347800,465540,353390,418770,533400,349680,474890,448820,415200,342810
P0A873,16785,18656,16389,19561,20927,19040,20513,20297,20456,18364
P0A877,108630,139410,104040,133700,159680,109750,145260,142140,128160,109320
P0A879,104970,99185,97423,113140,124270,95308,119150,118270,102600,92998
P0A881,10135,11948,9706.7,11214,13073,10954,12601,11954,11940,11124
P0A884,49493,56066,47396,57954,65286,50112,58305,62145,53497,49855
P0A887,50019,52163,49091,55881,63152,50522,60036,57434,54381,55875
P0A890,5756.5,7116.2,5312.4,6769.1,7025.9,5310,5851.5,5863.1,5895.5,5367.8
P0A894,41284,40750,41827,46002,49584,43248,49826,47727,43889,44921
P0A898,2897.8,3311.9,3049.8,3275.8,4300.5,2869.6,3965.2,3337.7,3595.1,3159.3
P0A8A0,131490,130220,140350,143720,147830,142030,148270,147760,136790,144420
P0A8A2,48271,47870,53462,55637,59797,54456,61400,58860,58077,58589
P0A8A4,47501,50401,46769,53440,61888,44905,56294,54993,51262,46155
P0A8A8,4354.2,6168.3,5323,6465.9,6884.6,5622.5,6833.4,6118.6,5744.8,6737.7
P0A8B2,50273,48785,50853,59978,57424,57372,57558,57148,50329,55470
P0A8B5,130720,158470,137400,154710,171250,146500,161960,159270,148050,127080
P0A8C1,7375.3,10549,8417.5,9144.5,12713,8451.4,10887,10579,9331.7,8244.1
P0A8C4,2222.4,3180.3,2771.2,2602.5,3269.5,2430,3234.8,2778.1,3085.3,2898.8
P0A8D0,51715,55237,51334,58046,63102,53543,63305,58592,56072,51125
P0A8D3,3818.7,4636.5,3566.2,4831.3,5456.5,4832.4,5494.8,5275.1,5108.5,3779.2
P0A8D6,11961,14512,11753,14312,15939,13151,14437,15549,13576,11928
P0A8E1,87598,107490,89895,110130,128200,90671,106600,109930,99998,92594
P0A8E5,1971.8,2662.3,2185.6,2585.3,3535.1,2534.8,2895,2903.2,2855.9,1993.5
P0A8E7,123500,152360,137030,148190,164440,146660,160830,162530,152110,141860
P0A8F0,106190,130750,109130,122270,144380,109800,127490,135560,116610,107180
P0A8F4,7468.7,7004.5,13435,29955,6057.9,13378,22341,8155.6,25967,24658
P0A8F8,99848,97906,94714,113500,113020,99421,116570,113150,100120,101900
P0A8G0,61503,59544,59758,66800,68812,62994,70253,68514,64519,67455
P0A8G3,192560,216510,174980,218460,241760,173560,217020,226660,202410,199380
P0A8G6,164410,241580,157300,188470,221530,150650,199740,181880,180000,172380
P0A8G9,25224,32194,25189,28525,34124,27494,31430,31351,30253,26874
P0A8H6,107960,104840,114250,117710,121750,115160,121870,118550,112870,113800
P0A8H8,1927.9,2404.5,2060.9,2498.5,2997.5,2764.3,2115.1,2443,2426.6,1724.6
P0A8I1,7221.7,8177.1,7121.8,9292.3,9441,7842.3,8081.2,8676.6,8311.5,8784.4
P0A8I3,42750,37906,42532,47664,48990,43181,52279,47779,44212,42852
P0A8I5,98816,93896,92260,123590,108930,109110,106720,108690,92411,112090
P0A8I8,13549,14838,13884,16831,17561,16943,17318,16588,15940,15214
P0A8J4,10671,13014,10537,13972,17197,12239,13874,14872,12707,13817
P0A8J8,127750,123050,129590,138950,140900,136660,146710,144670,134360,133950
P0A8K1,34447,31865,30606,35554,37418,32947,38904,36948,32104,35752
P0A8K5,561.99,433.65,431.39,671.77,672.65,590.97,532.76,520.69,435.29,446.47
P0A8L1,216460,217040,216300,249530,251060,226840,255450,248840,229260,231060
P0A8L7,3134.9,4517.5,3767.8,4282.4,5507.2,3248.2,4608.9,3889.9,4591.6,5165.4
P0A8M0,209110,208120,203450,232250,253160,197410,245450,240750,213360,214230
P0A8M3,550530,526480,530720,587210,616640,513590,625800,599930,544600,576400
P0A8M6,109090,106330,111900,120130,127270,112430,128470,127190,112270,115340
P0A8N0,31100,33326,30132,34274,33933,32992,35376,35951,34805,35012
P0A8N3,131860,132160,127640,143110,155910,127620,151650,151940,131500,134010
P0A8N5,407080,406200,398490,454490,478320,398980,482460,470350,405050,415870
P0A8N7,1859.5,2270.8,1494.3,2238,2184.9,2324.6,2232.4,2162.8,2264.5,1928.2
P0A8P3,52580,60705,52130,59307,69860,51615,61190,63250,59716,48435
P0A8P6,5068,4380.3,4591.5,5361.9,5761.5,5171,5368.5,5135.2,5296.8,4298.8
P0A8Q0,1036.3,975.49,970.82,1145.3,1015.1,1027.1,1044.3,1134.6,1118.3,1088.3
P0A8R0,13484,17942,15425,17296,19785,15887,17702,17943,17822,16284
P0A8R4,15290,19948,14359,19305,21512,17460,18546,18797,18500,18341
P0A8R7,17257,18027,17496,23700,21504,20875,22156,20903,20199,21634
P0A8R9,11549,11214,10981,12698,12979,10909,12364,12638,10079,10613
P0A8S1,37451,37804,36743,44800,46426,38990,45026,44596,40890,42123
P0A8T1,18372,29660,20468,30839,32409,24754,24576,26970,26813,26605
P0A8T7,1083700,1044400,1086100,1162400,1194400,1063200,1219000,1181100,1101400,1178200
P0A8U0,9550,10612,7107.2,12904,8239.8,13353,12286,10597,10141,11748
P0A8U2,9252.2,7286.9,9342,36308,11764,11107,8141,9125.4,8156.9,21081
P0A8U6,55962,76317,57536,65501,81281,60952,65308,71461,65039,57246
P0A8V0,9663.7,11412,8915.3,10551,12183,9330,10733,10293,9486.4,8601.9
P0A8V2,981410,918230,964930,1077000,1109000,921690,1123800,1078900,965030,1012200
P0A8W0,3683.6,4074.4,3101.5,4607.7,4560.7,3677.6,4350.8,4176.2,4488.7,4553.6
P0A8W2,24999,27761,25043,28799,33547,26215,31286,32248,27850,27150
P0A8W5,7960.1,10307,7984.2,9560.5,11614,9233.1,9228.3,9731.5,9513.8,8279.4
P0A8W8,112430,142860,114940,135300,148250,124220,140260,143680,129860,119910
P0A8X0,119020,137520,124730,136460,138370,125200,138380,131590,126810,138340
P0A8X2,21868,24606,21675,24417,29254,22358,25381,26305,23903,20631
P0A8Y3,5384.6,6690.5,5250.4,6044.8,7234.1,6075.1,6376.8,6890.2,6682.9,6009.3
P0A8Y5,43035,56050,42933,55770,63127,46676,54807,56354,50976,48528
P0A8Z0,11254,11531,10755,11772,13657,11195,13158,12895,11758,11436
P0A8Z3,23222,30144,23693,30356,33666,25019,27813,29815,28608,28247
P0A8Z7,2859.2,3916.8,5053.3,4123,3749.3,2552.6,3799.2,3536.7,3686.2,2791.1
P0A901,66628,71767,67609,76479,79375,73383,78787,78713,72239,74538
P0A903,31772,28422,30396,33955,36169,32477,34926,35843,33840,33883
P0A905,25784,22542,23872,28146,27100,25072,29108,27608,26227,24448
P0A908,4417.7,6946,4516.9,5221.7,6771.5,5322.5,6847.7,6572.2,6274.7,5088.1
P0A910,325900,359650,328770,377700,409100,359800,407890,393320,369030,353330
P0A912,64679,55741,57904,61044,63891,62029,73798,72260,66866,68174
P0A915,12730,15613,13317,14325,17268,12528,18941,15692,16593,13433
P0A917,13275,17646,13980,15520,19585,16033,18890,15829,15100,14526
P0A927,3379.1,3677.4,3423.6,3697,4689,4015.4,4560.6,4295.1,4204.9,3482
P0A935,6395.9,6930.2,6555,7638.2,7832.4,7247.7,8229.4,7236.1,7386.2,7625.9
P0A937,7881.4,7407.9,7218.4,9111.3,8639.3,8008,8846.3,8778.5,7621.2,7727.8
P0A940,142340,170460,137340,164920,193470,144220,181150,174120,164020,139700
P0A948,7291.1,6087.3,6767.4,7567.5,7290.6,6871.2,6706.4,7740.7,6375.8,5863.6
P0A951,212.72,408.4,416.21,292.53,387.35,221,424.66,273.68,215.02,334.94
P0A953,213360,228160,196490,233440,253650,198160,241470,247590,206940,202450
P0A955,97938,125390,97200,115810,140410,87718,122460,121610,108650,98654
P0A959,67053,65458,64830,79341,81675,70642,81309,82558,70794,73177
P0A962,18214,21043,17801,20916,23743,19497,21002,21674,19364,20258
P0A964,4568.3,7416.8,5006.2,5583.5,7677.7,6042.6,6204.9,6376,5854,6358.1
P0A968,2017.6,2903,2350.3,2699.9,3434.6,1805.5,2858.6,2776.3,2689,2143
P0A972,58711,78687,61572,71102,87272,65972,72577,76105,70127,61913
P0A988,54875,59726,57138,64219,71850,54900,67758,67702,60256,61196
P0A991,320650,326620,298070,357940,362450,322130,369280,367590,319110,343630
P0A993,99325,98570,95219,111770,124500,91875,116770,112400,102710,101200
P0A996,34066,32014,32251,35363,37784,35918,38200,38261,34247,35558
P0A998,31049,40767,32965,38010,49660,32238,41579,39835,37994,30061
P0A9A6,75188,112980,72738,93579,120540,78545,95111,94433,85987,80002
P0A9A9,62283,86210,65491,72241,90354,75728,74747,74553,72386,67043
P0A9B2,1352700,1250300,1302300,1555500,1537600,1269000,1545300,1551800,1292000,1371200
P0A9B6,59599,63284,64026,70779,75353,59734,70361,68865,63528,68300
P0A9C0,286150,284620,274800,320760,331760,287300,338220,329210,293240,301630
P0A9C3,20864,29887,23339,26689,35274,23364,29577,28219,27739,24371
P0A9C5,216690,202650,215240,238510,254690,226040,244250,242420,219910,227560
P0A9C9,101990,110620,102380,121030,131880,103630,127880,121800,108640,99618
P0A9D2,41809,45798,42248,49251,58126,40177,52742,50634,44912,39468
P0A9D4,37719,34490,34797,41368,42124,35327,41571,40507,37243,37008
P0A9D8,114380,133390,111110,133790,158460,112240,148690,144870,127410,112050
P0A9E5,16546,18767,16182,21203,22002,18580,17467,19611,18621,23344
P0A9F1,18018,19705,18936,21584,22663,20104,21584,22080,19689,19951
P0A9F3,62528,63275,62855,72236,73057,62270,74620,69974,64314,64792
P0A9G2,1971.9,1716.7,2429.3,2037.3,2279.3,2307.9,2385.1,2408.8,1737.9,1474.9
P0A9G6,708040,843520,709740,875600,1015900,552300,921910,885560,781710,745580
P0A9G8,27043,30819,27787,33951,37537,29076,35245,34039,31829,31138
P0A9H1,31025,33284,31248,36898,39596,33757,38695,38093,34551,31588
P0A9H3,24674,25114,26120,39834,31220,28959,36148,28029,34385,36719
P0A9H5,61552,61312,58830,70832,73841,64500,74439,73327,62056,63077
P0A9H7,52117,56995,51226,60346,65707,53023,60667,61188,53488,55231
P0A9I3,826.12,945.78,980.29,636.37,1271.7,1222.8,914.94,1092.1,632.54,832.17
P0A9J0,55078,54737,53892,61969,64680,54460,65749,63854,58661,61265
P0A9J4,10425,12787,9509.5,12107,14931,10326,12317,12789,11898,11013
P0A9J6,36603,52286,38135,43976,57110,40276,46904,46651,45999,39307
P0A9J8,69562,69171,69109,77570,82504,70699,82904,80357,70507,69918
P0A9K1,11208,10446,9773.4,12189,12613,11953,13027,12084,12066,12451
P0A9K3,211110,209830,194500,240760,252170,205040,250400,248230,213520,212700
P0A9K7,32153,41442,30614,42934,49675,34799,42786,42180,39993,36365
P0A9K9,63344,96415,65746,82784,100280,82334,90653,87178,86355,88421
P0A9L3,53462,77598,54822,63292,84121,60730,67017,67799,65326,62812
P0A9L5,70764,71723,74212,78195,94694,66112,87901,86787,78356,76336
P0A9L8,59548,70907,58566,71914,84252,62017,75933,74861,68896,67038
P0A9M0,591950,573130,593740,654830,681830,610190,688600,668120,615040,655840
P0A9M2,53186,72216,57020,67086,82827,60455,71348,69350,66163,56627
P0A9M8,357420,359070,341270,400160,417620,342640,414350,405610,357970,361920
P0A9N0,4318.7,6236.2,4908.6,5856.7,7022.2,5143.6,5816.6,5214,5584.7,4358.3
P0A9N4,106490,117790,104130,122580,137240,101630,119950,122420,107200,97495
P0A9P0,577040,561070,582770,677220,705250,582390,710520,690210,590410,622230
P0A9P4,82267,102590,81510,97668,116240,85838,97901,100650,91682,83041
P0A9P6,4765.2,5092.7,4732.4,5452.6,6312.3,5072.3,5996.3,5351.6,4936.4,5170.7
P0A9P9,1755.2,2116.3,1741.2,2292.7,2315.1,1915.2,2259.7,2363.5,1959.6,2179.2
P0A9Q1,162210,187310,169110,194290,212380,175240,189660,200010,179980,186570
P0A9Q5,233940,234220,235540,256420,265050,234770,271540,267440,237150,237700
P0A9Q7,602800,581120,586550,646010,662280,587540,670540,660470,593080,641080
P0A9Q9,69744,81674,72878,83690,89747,70594,87379,81875,78944,78573
P0A9R4,11483,16164,14150,14663,17702,12843,15155,15158,15060,12882
P0A9R7,5084,5128.9,5366.8,5842.2,6411.5,5323.2,4862.4,5783.9,4624.6,5486.9
P0A9S1,11945,15333,10928,13818,16017,12194,15736,14361,13249,11319
P0A9S3,195540,209480,187230,219370,240430,192460,232760,231630,202510,196740
P0A9S5,37166,53029,37932,49347,61903,40944,53987,48617,49079,40008
P0A9T0,114310,108410,108940,125720,130350,104030,132130,126820,111710,113270
P0A9T4,95735,96089,97466,109670,111380,97207,113910,109590,98062,101030
P0A9T6,1669.4,1573.6,1491.3,1759.3,1888.2,1563.6,1773.6,2108.5,1727,2099
P0A9U3,103910,108750,102730,118340,126390,104360,124450,124310,107800,103110
P0A9U6,788.22,1027.2,699.58,937.64,1098.1,856.92,1245.4,928.38,954.43,967.65
P0A9V1,40023,44263,39473,46039,55704,40378,48145,50735,42547,41752
P0A9W0,23928,25515,23823,28622,30315,26300,30134,29071,26176,27427
P0A9W3,370800,356010,365870,414370,414960,370190,422730,407370,374550,398660
P0A9W6,5855.3,5957.8,6024.3,5952.7,7695.3,5902.8,6104.6,7133.1,5953.6,6325.3
P0A9W9,32040,41622,31588,36813,45240,33193,40119,39769,41053,33360
P0A9X4,125830,123790,128530,135230,152750,122060,148490,145130,132800,131020
P0A9Y6,15825,21334,18517,20630,25010,20296,22690,23053,22574,18893
P0A9Z1,21924,30178,21245,26864,31695,23434,28251,28218,25743,24466
P0AA04,41263,50510,38343,47864,55772,45541,49989,49199,45710,42901
P0AA10,306610,284700,306060,319080,328870,315660,338370,332530,306040,315800
P0AA16,149500,156870,150950,172600,187440,154900,186400,174250,161790,152420
P0AA25,114250,159470,108710,126540,167160,105040,132430,138060,132760,124360
P0AA37,3814.3,3409.2,3161.2,3923.6,3982.3,3754,3937.6,3895.4,3679.2,3453.8
P0AA39,96037,92829,97201,107570,106400,97599,111940,106240,100680,112780
P0AA41,14290,13854,15633,15948,16992,15546,16698,16445,15006,15848
P0AA43,33075,45136,34942,44821,45128,44396,33698,38203,33648,37344
P0AA53,8375.3,8703.6,8220.1,9024.4,9331.7,8516.4,10054,8971.1,8763.1,9107.7
P0AA84,2358.5,2176,2608.4,2801.5,2649,2851.6,2909.2,3024.7,2534.9,2696.6
P0AA89,33836,30638,30356,35437,35775,32868,38629,36398,33538,34557
P0AA91,10026,10288,9559.5,12111,11298,12599,13176,12668,10012,11330
P0AA97,4752.5,5428.2,4525.9,5661.4,6660.1,5308.4,6610.7,6416.9,5715.6,5684.3
P0AAA1,9726.7,10253,9191.9,10603,10926,10344,11096,10481,10306,10356
P0AAA7,2078.5,2112.8,1797.6,2491.6,2260.8,2081.3,2538.1,2481.9,2245.9,2096.3
P0AAB4,137670,138320,128590,152360,160020,136130,158270,153210,137890,148230
P0AAB6,153910,165690,153970,181350,198650,160380,191340,187130,168540,174410
P0AAB8,22699,25474,22501,29973,32706,23992,30580,29459,26905,24562
P0AAC0,115150,137470,117500,138280,153060,100000,139620,139620,128950,120670
P0AAC4,2033.6,1926.6,1767.6,1892.1,1932.3,1786.7,2041.8,2235.4,2070.3,2139.4
P0AAC8,7731.9,10040,8419.1,9549.4,10184,9194.9,9760.1,9644.3,8877.6,7872.3
P0AAD2,4558,4557.2,4728.3,4875.6,5453.6,4708.8,5135.2,5298.8,4614.6,4649.1
P0AAD6,28154,26790,28397,31073,31928,28637,31786,32250,29345,31854
P0AAF6,19769,20860,17899,24209,28737,20544,24017,26663,24642,20100
P0AAG0,72271,76154,74553,84832,91975,72689,85914,84313,76173,79128
P0AAG3,10645,9785.8,10745,10899,12416,10748,12246,11843,11006,11104
P0AAH0,39364,41426,37675,45301,48134,40331,48068,46904,42409,40221
P0AAH4,24924,26107,24246,26542,30025,27743,27614,28674,26297,26095
P0AAH8,5075.3,4603.2,4240.1,5032.8,5426.8,4756.2,5341.4,5817.2,4981,4918.9
P0AAI3,185480,177280,178280,199010,209120,180980,210230,204150,187950,192800
P0AAI5,162040,169410,156630,183630,202200,156960,187380,189260,165710,171360
P0AAI9,60296,81550,55727,73148,90019,62029,81406,77076,71364,57851
P0AAJ5,20203,25204,20395,24969,29991,22282,25863,25516,23656,20917
P0AAN3,559.76,649.16,452.49,627.98,640.54,744.8,718.5,759.43,649.31,722.59
P0AAN5,22929,26583,17649,23918,28795,22446,23984,23257,22898,19033
P0AAN9,52597,70190,53007,66299,85878,60217,71092,68512,65733,55422
P0AAP3,16187,18355,12509,18330,21290,19722,19299,19331,17504,17169
P0AAQ2,17370,21496,17469,22029,23131,24068,22561,22417,21748,17469
P0AAR3,15406,17640,17081,18649,20237,17824,20032,18676,18625,18205
P0AAS7,13213,15813,13255,16418,17112,14029,16477,15828,15975,13972
P0AAT2,2409.5,3194.3,2442.1,2600.9,2939.2,2872.8,2684.1,2860.3,2504,2677.3
P0AAT6,2685.1,3740.7,3223.5,3701.2,3941.5,4144.4,3932.4,3818,3596.1,3282.2
P0AAT9,23603,32591,24677,30859,39185,21057,32889,31624,30603,27439
P0AAV4,6557.3,8540.2,6657.9,8775.8,9534.7,7062.3,8903.7,8353.7,8034.6,7493.1
P0AAV6,16774,22571,16233,21379,24736,19815,20863,21530,20270,16144
P0AAW1,3920.2,3936.6,4219.5,4714.3,5134,4751.7,5412.7,5153.8,4911.2,4913.9
P0AAX8,201160,216190,198800,220240,232470,198740,221470,230700,207940,207700
P0AAZ4,84623,88763,82593,100650,99092,85651,96973,96035,85388,88414
P0AAZ7,21917,22947,19404,22241,25815,21378,22257,23467,20251,19796
P0AB03,54759,53739,54943,59376,62104,56702,64012,62311,53344,58076
P0AB06,8874.8,7268.2,8369.6,9138.5,9793.6,8766,9341,8654.5,9048.8,10284
P0AB10,2002.8,2044.8,1825.8,2471.4,2504.2,2535,2728.8,2519.8,2752,2388.6
P0AB12,18367,17730,18188,19628,19505,18375,22355,19726,19111,18910
P0AB14,14525,20930,15899,18098,23690,16699,20017,19706,19460,16142
P0AB18,17700,18154,20241,20181,21429,20233,21870,21018,19997,19441
P0AB24,54872,75961,59820,68922,84197,65336,72048,69840,69945,59785
P0AB26,18798,17240,17081,21011,21345,18980,21757,21660,20485,19654
P0AB28,9599.7,13783,10466,12855,14198,12458,13267,13083,12530,11496
P0AB38,19865,19094,18954,21584,22071,19503,22276,21126,20770,20964
P0AB43,9627.6,12129,9617.1,10702,13618,10557,12757,11843,11959,9299.9
P0AB46,7638.2,10098,7293,8204.1,10461,7927.8,9024.7,9274.7,8170.7,6776
P0AB52,11666,18551,11300,15265,22088,13164,17044,16662,15939,12937
P0AB55,19732,23389,20066,22550,26818,22002,22647,23201,22303,18196
P0AB58,22951,23206,23054,24536,24322,22779,26407,26735,24008,24556
P0AB61,22335,25195,21540,25129,29698,23262,26516,27455,25059,19826
P0AB65,17604,18215,17339,19754,21373,17481,20742,20804,18550,17778
P0AB67,10077,10711,10211,13593,13212,11468,12675,12632,12017,13556
P0AB71,203800,264950,191780,239440,301650,191880,248710,249900,219850,208720
P0AB77,191810,196510,184530,217350,239530,179830,222530,223390,194860,192300
P0AB80,30179,32857,28206,35380,38135,29344,31300,35246,28313,29496
P0AB83,21033,21329,21295,23474,24249,23166,25548,24631,22954,21355
P0AB87,2033.5,2213.4,1673.1,2269.4,2344.2,2342,2134,2554.1,2200.2,2292.5
P0AB89,257900,248570,242460,284040,300810,246770,294500,289630,251830,262440
P0AB91,116980,116850,109200,124280,142270,106100,130680,132310,113500,110200
P0AB96,1820.6,2013,2150.7,2576.6,2108.3,2092.5,2244.1,2217.6,2038.6,1808.6
P0AB98,40454,37725,37562,42115,43737,39030,47242,44241,40788,41036
P0ABA0,144340,139580,145510,170710,160650,148160,178020,159660,152970,157510
P0ABA4,21765,26610,24707,28383,29799,25292,26983,27869,25439,24039
P0ABA6,185660,179410,180120,204400,210650,184240,211620,207480,188890,198460
P0ABB0,449020,448960,432760,484950,523120,412380,517790,489470,444900,450740
P0ABB4,216510,288400,220230,268180,352430,233370,296760,284910,271260,234170
P0ABB8,83418,78974,78607,89295,89081,82288,92686,90840,83495,85953
P0ABC3,143370,136320,138480,150380,161090,137730,164160,160010,142740,149090
P0ABC7,76373,74713,71784,83693,87534,77399,86117,85056,76935,78948
P0ABD3,92774,117100,105370,107780,127920,108230,118620,120210,116670,97192
P0ABD5,186620,186150,178560,212410,223730,186400,219380,211890,186570,198090
P0ABD8,31528,46855,32769,37770,48956,34987,42456,39926,38115,30468
P0ABE2,1537.7,1661.6,1398.9,1552.2,1797.9,1480.2,1737.5,1577.7,1412.4,1341.4
P0ABF1,48250,49754,49315,52633,54580,50555,57179,54214,50389,54643
P0ABF4,2696.1,3395.3,2627.4,3148.4,3805.1,3305.1,2926.8,3828.5,3304.6,2902.6
P0ABF6,33461,39641,32748,37695,47727,30770,40295,40254,36916,29815
P0ABG4,806.15,697.99,610.63,878.85,755.9,992.5,921.91,659.96,569.46,762.61
P0ABH0,39713,42636,37707,45358,49674,31712,45733,43874,40586,41463
P0ABH7,534040,521940,542820,595630,648340,519850,646060,616920,547880,579750
P0ABH9,188640,184040,190380,208490,222520,194710,221130,216260,197780,212350
P0ABI4,16695,17069,15881,19567,19761,16808,19428,18054,17795,19181
P0ABI8,48802,41923,48484,52455,51811,45604,52898,52091,46862,46754
P0ABJ1,41098,38880,38203,42984,45229,41389,46038,45983,43475,44360
P0ABJ3,6896.3,6605.9,6065.5,7602.4,7785.3,6851,8615.2,8674.3,7319.6,7250.7
P0ABJ9,79270,71660,74421,84714,86338,82353,86843,88795,79674,85601
P0ABK2,11328,10642,13013,11996,12644,10946,13470,12877,11921,12316
P0ABK5,325900,309990,315420,351430,369250,309290,365730,369280,321700,340500
P0ABK9,3375.1,3150,3458.6,3491.4,3825.5,3487.6,3656.5,3651.5,3576.6,2730
P0ABL5,761.71,917.12,791.25,836.91,1030.7,721.03,930.83,925.77,953.42,1098
P0ABN1,17389,15697,15100,18587,18613,16093,18821,18039,17073,18088
P0ABN5,8212.4,7869.9,7853,9592.3,9567.6,9336.8,11426,10162,8887.4,9489.5
P0ABP6,10075,10834,9983.2,11482,11659,10862,11590,11454,10628,11295
P0ABP8,248140,255850,237620,284640,307870,241980,287360,288680,246420,251600
P0ABQ0,87199,82257,81536,95163,101230,82609,100720,96273,85165,85132
P0ABQ2,116960,135780,117850,142910,152580,121320,151390,150250,134330,123230
P0ABQ4,9370.6,10715,9519.8,10078,12780,9471.9,11801,11577,11451,9451.3
P0ABS1,62424,94456,67213,78715,102540,71788,81482,81188,80757,66123
P0ABS5,49374,47191,48213,55779,57477,48746,56323,54365,50053,51050
P0ABS8,5107.4,6321.6,4840.2,6067.9,6632.4,5854.7,6305.8,5774.6,6213.6,5306.8
P0ABT2,290630,346950,295910,353710,387960,307570,359980,364880,335960,343660
P0ABT5,3345.1,3276.7,2877.2,3917.3,3549.8,3654.8,3817.3,3919.4,3492.9,3461.2
P0ABU0,212610,231680,209950,249220,267030,211820,267440,256460,228670,218190
P0ABU2,100240,128430,99427,121170,149760,104880,135300,131040,117730,100690
P0ABU5,14863,23061,15731,20129,26856,17831,23356,21147,20914,17258
P0ABU7,8908.8,8729.3,8946.8,10643,10484,9575.9,10690,10927,9681.4,9427.3
P0ABU9,18981,16380,18200,19084,20180,17491,20604,18070,18720,16906
P0ABV2,12308,13706,12580,14311,15685,14308,14997,14206,14061,12715
P0ABV6,13875,12583,12303,14496,14789,12756,14768,15359,13111,14011
P0ABX8,1238.5,1377.7,1305.3,1527.9,1542.2,1456,1403.6,1257.4,1352,1261.3
P0ABY4,642.09,545.92,565.18,581.89,825.13,658.44,741.64,757.03,634.98,713.14
P0ABZ1,8211.5,12402,8807.3,11146,13226,11060,11460,11226,11220,10169
P0ABZ4,7387.1,10999,7072.3,9575.8,11000,7878.4,10225,9749.3,8926.3,6735.6
P0ABZ6,174460,196890,184720,201740,224790,193150,211720,216400,202730,195450
P0AC02,40081,38716,40199,44995,46338,41943,47454,45292,43193,41885
P0AC13,55250,60971,52869,61078,72457,54444,64965,65156,58646,55392
P0AC16,414.15,762.6,573.92,643.33,855.77,547.86,711.31,679.16,571.06,823.39
P0AC19,37600,47392,40074,47303,53844,43198,48589,49213,47348,42872
P0AC23,3287.9,3512.2,3292.4,3880,3447.6,3986.7,4612.9,4382.6,4105.3,4250.8
P0AC28,5566.8,5479.2,5584.2,5846.2,6233.9,5639.3,6217.4,6483.8,5405.6,5664.5
P0AC30,16525,15834,16350,18537,17595,17835,19660,19745,17448,19470
P0AC33,820430,795300,771660,928450,960210,695520,970830,926360,799530,843820
P0AC38,292990,353440,277800,343060,403820,269720,371270,363370,322190,284600
P0AC41,548350,549420,509390,613900,674680,502930,618260,618260,540670,538730
P0AC44,26447,22785,24832,25035,28209,23352,28422,26787,26107,23907
